stateabb,year,milex,milper
MEX,1906,1674,28
MEX,1907,1802,28
MEX,1908,2090,29
MEX,1909,2131,30
MEX,1910,2083,31
MEX,1911,2182,32
MEX,1912,2886,57
MEX,1913,4478,31
MEX,1914,22000,30
MEX,1915,21500,180
MEX,1916,-9,200
MEX,1917,63500,-9
MEX,1918,60000,55
MEX,1919,70526,137
MEX,1920,65792,120
MEX,1921,65402,103
MEX,1922,65651,85
MEX,1923,61277,66
MEX,1924,52014,52
MEX,1925,45218,64
MEX,1926,46032,64
MEX,1927,42145,69
MEX,1928,46849,74
MEX,1929,47287,70
MEX,1930,38441,65
MEX,1931,31412,61
MEX,1932,19491,54
MEX,1933,16610,54
MEX,1934,16672,59
MEX,1935,17433,54
MEX,1936,19300,48
MEX,1937,22478,54
MEX,1938,23033,49
MEX,1939,18600,49
MEX,1940,18146,-9
MEX,1941,22633,-9
MEX,1942,24691,52
MEX,1943,30246,80
MEX,1944,32921,-9
MEX,1945,34979,-9
MEX,1946,52037,61
MEX,1947,57058,61
MEX,1948,60576,61
MEX,1949,48110,64
MEX,1950,40000,55
MEX,1951,46012,60
MEX,1952,50289,56
MEX,1953,55376,56
MEX,1954,47093,56
MEX,1955,42674,48
MEX,1956,50600,48
MEX,1957,63411,48
MEX,1958,69015,49
MEX,1959,70697,50
MEX,1960,81745,50
MEX,1961,88951,60
MEX,1962,100720,64
MEX,1963,111129,65
MEX,1964,127222,65
MEX,1965,132186,65
MEX,1966,143235,75
MEX,1967,171978,80
MEX,1968,182946,75
MEX,1969,204003,75
MEX,1970,218014,80
MEX,1971,224000,80
MEX,1972,260800,80
MEX,1973,326400,80
MEX,1974,430400,85
MEX,1975,586200,95
MEX,1976,529625,100
MEX,1977,533541,100
MEX,1978,634413,120
MEX,1979,693575,120
MEX,1980,824147,120
MEX,1981,777120,125
MEX,1982,943004,130
MEX,1983,607856,130
MEX,1984,562331,129
MEX,1985,1170000,140
MEX,1986,612460,141
MEX,1987,937000,141
MEX,1988,646450,154
MEX,1989,640630,154
MEX,1990,678410,175
MEX,1991,674536,175
MEX,1992,1520000,175
MEX,1993,1656000,175
MEX,1994,2300000,175
MEX,1995,2366000,175
MEX,1996,3629000,175
MEX,1997,3664000,250
MEX,1998,3907000,255
MEX,1999,4289000,255
MEX,2000,5229000,193
MEX,2001,5733000,193
MEX,2002,3236000,193
MEX,2003,2938000,193
MEX,2004,2876000,193
MEX,2005,3123000,193
MEX,2006,3229000,193
MEX,2007,3982000,238
MEX,2008,4346000,249
MEX,2009,4769000,255
MEX,2010,5410000,268
MEX,2011,5051000,280
MEX,2012,5237000,280
MEX,2013,5885000,270
MEX,2014,6548000,270
MEX,2015,6051000,267
MEX,2016,5060000,277
BLZ,1981,2000,1
BLZ,1982,2000,1
BLZ,1983,3000,1
BLZ,1984,4000,1
BLZ,1985,3432,1
BLZ,1986,3500,1
BLZ,1987,11320,1
BLZ,1988,8960,1
BLZ,1989,9940,1
BLZ,1990,9680,1
BLZ,1991,8000,1
BLZ,1992,-9,1
BLZ,1993,6900,1
BLZ,1994,11000,1
BLZ,1995,13000,1
BLZ,1996,15000,1
BLZ,1997,16000,1
BLZ,1998,17000,1
BLZ,1999,17000,1
BLZ,2000,18000,1
BLZ,2001,18000,1
BLZ,2002,14000,1
BLZ,2003,15000,1
BLZ,2004,16000,1
BLZ,2005,16000,1
BLZ,2006,18000,1
BLZ,2007,18000,1
BLZ,2008,-9,1
BLZ,2009,14000,1
BLZ,2010,16000,1
BLZ,2011,16000,1
BLZ,2012,16000,1
BLZ,2013,18000,1
BLZ,2014,18000,1
BLZ,2015,21000,1
BLZ,2016,21000,1
GUA,1868,-9,3
GUA,1869,53,3
GUA,1870,-9,3
GUA,1871,-9,3
GUA,1872,159,3
GUA,1873,252,3
GUA,1874,202,3
GUA,1875,-9,3
GUA,1876,-9,3
GUA,1877,214,3
GUA,1878,-9,3
GUA,1879,256,3
GUA,1880,-9,3
GUA,1881,237,2
GUA,1882,233,2
GUA,1883,-9,2
GUA,1884,-9,2
GUA,1885,-9,3
GUA,1886,-9,3
GUA,1887,-9,3
GUA,1888,230,3
GUA,1889,-9,13
GUA,1890,178,3
GUA,1891,-9,3
GUA,1892,296,3
GUA,1893,270,3
GUA,1894,270,3
GUA,1895,435,3
GUA,1896,531,3
GUA,1897,419,4
GUA,1898,419,5
GUA,1899,450,6
GUA,1900,400,7
GUA,1901,498,7
GUA,1902,879,7
GUA,1903,-9,7
GUA,1904,409,7
GUA,1905,417,7
GUA,1906,431,7
GUA,1907,454,7
GUA,1908,463,7
GUA,1909,502,7
GUA,1910,484,7
GUA,1911,469,7
GUA,1912,105,7
GUA,1913,125,7
GUA,1914,151,7
GUA,1915,234,7
GUA,1916,236,7
GUA,1917,-9,7
GUA,1918,-9,7
GUA,1919,-9,8
GUA,1920,-9,8
GUA,1921,-9,8
GUA,1922,126,8
GUA,1923,114,8
GUA,1924,869,8
GUA,1925,1203,8
GUA,1926,2204,8
GUA,1927,2100,7
GUA,1928,2100,7
GUA,1929,2000,7
GUA,1930,2000,7
GUA,1931,1500,7
GUA,1932,1700,7
GUA,1933,1400,6
GUA,1934,1600,7
GUA,1935,1900,6
GUA,1936,2100,6
GUA,1937,1800,6
GUA,1938,1900,6
GUA,1939,1880,6
GUA,1940,-9,-9
GUA,1941,-9,-9
GUA,1942,1900,-9
GUA,1943,-9,-9
GUA,1944,1900,21
GUA,1945,-9,-9
GUA,1946,3366,20
GUA,1947,3474,22
GUA,1948,3871,22
GUA,1949,5161,22
GUA,1950,5062,22
GUA,1951,5558,22
GUA,1952,5955,7
GUA,1953,5955,7
GUA,1954,6650,7
GUA,1955,7940,7
GUA,1956,8800,8
GUA,1957,9300,8
GUA,1958,9800,8
GUA,1959,9800,8
GUA,1960,9400,8
GUA,1961,9200,7
GUA,1962,9300,8
GUA,1963,10200,9
GUA,1964,12700,9
GUA,1965,14300,10
GUA,1966,14700,9
GUA,1967,16400,10
GUA,1968,15700,11
GUA,1969,15600,10
GUA,1970,17200,13
GUA,1971,18500,13
GUA,1972,22500,14
GUA,1973,21500,13
GUA,1974,27400,13
GUA,1975,42900,13
GUA,1976,49600,14
GUA,1977,77700,14
GUA,1978,73200,14
GUA,1979,81899,21
GUA,1980,109090,21
GUA,1981,131209,27
GUA,1982,165114,30
GUA,1983,170009,40
GUA,1984,181288,40
GUA,1985,174000,43
GUA,1986,130770,43
GUA,1987,106320,43
GUA,1988,127000,43
GUA,1989,131000,43
GUA,1990,71780,43
GUA,1991,126000,43
GUA,1992,109160,44
GUA,1993,113000,44
GUA,1994,136000,34
GUA,1995,150000,36
GUA,1996,211000,36
GUA,1997,182000,30
GUA,1998,159000,30
GUA,1999,149000,30
GUA,2000,155000,31
GUA,2001,186000,31
GUA,2002,158000,31
GUA,2003,179000,31
GUA,2004,112000,30
GUA,2005,90000,29
GUA,2006,146000,29
GUA,2007,166000,16
GUA,2008,180000,16
GUA,2009,166000,16
GUA,2010,156000,15
GUA,2011,200000,15
GUA,2012,212000,15
GUA,2013,256000,17
GUA,2014,264000,17
GUA,2015,275000,17
GUA,2016,268000,18
HON,1899,-9,1
HON,1900,68,1
HON,1901,79,1
HON,1902,79,3
HON,1903,62,1
HON,1904,97,1
HON,1905,97,1
HON,1906,103,1
HON,1907,135,1
HON,1908,135,1
HON,1909,120,1
HON,1910,120,2
HON,1911,113,2
HON,1912,-9,2
HON,1913,115,2
HON,1914,982,2
HON,1915,-9,2
HON,1916,-9,2
HON,1917,882,2
HON,1918,-9,4
HON,1919,-9,3
HON,1920,998,3
HON,1921,-9,3
HON,1922,999,3
HON,1923,1091,3
HON,1924,1005,3
HON,1925,978,2
HON,1926,1000,2
HON,1927,900,2
HON,1928,800,2
HON,1929,900,2
HON,1930,600,2
HON,1931,650,2
HON,1932,650,2
HON,1933,750,1
HON,1934,900,2
HON,1935,1000,2
HON,1936,1000,2
HON,1937,1100,2
HON,1938,1000,2
HON,1939,1095,1
HON,1940,1040,-9
HON,1941,-9,-9
HON,1942,1184,-9
HON,1943,1208,-9
HON,1944,1141,-9
HON,1945,1217,-9
HON,1946,1814,3
HON,1947,2402,3
HON,1948,3627,3
HON,1949,2843,3
HON,1950,2794,3
HON,1951,3168,3
HON,1952,3218,3
HON,1953,3020,3
HON,1954,3200,3
HON,1955,3200,4
HON,1956,4650,4
HON,1957,4450,4
HON,1958,4550,4
HON,1959,4650,4
HON,1960,4100,4
HON,1961,7200,6
HON,1962,7250,6
HON,1963,7700,4
HON,1964,5400,4
HON,1965,5700,5
HON,1966,6200,5
HON,1967,6150,5
HON,1968,6200,5
HON,1969,7100,6
HON,1970,8750,6
HON,1971,11400,8
HON,1972,15450,12
HON,1973,15950,12
HON,1974,16900,10
HON,1975,21400,12
HON,1976,23700,12
HON,1977,25250,12
HON,1978,31400,14
HON,1979,33000,14
HON,1980,59000,14
HON,1981,45000,17
HON,1982,60000,17
HON,1983,70000,19
HON,1984,90000,20
HON,1985,71580,21
HON,1986,67500,20
HON,1987,138000,20
HON,1988,124000,19
HON,1989,138000,19
HON,1990,45700,18
HON,1991,61000,17
HON,1992,42450,17
HON,1993,44000,17
HON,1994,45000,17
HON,1995,54000,17
HON,1996,100000,10
HON,1997,101000,10
HON,1998,99000,7
HON,1999,95000,8
HON,2000,95000,8
HON,2001,96000,8
HON,2002,55000,8
HON,2003,53000,12
HON,2004,52000,12
HON,2005,53000,12
HON,2006,55000,12
HON,2007,76000,12
HON,2008,96000,12
HON,2009,111000,12
HON,2010,135000,12
HON,2011,141000,12
HON,2012,151000,12
HON,2013,177000,12
HON,2014,216000,12
HON,2015,249000,12
HON,2016,295000,11
SAL,1875,-9,1
SAL,1876,164,1
SAL,1877,-9,1
SAL,1878,-9,1
SAL,1879,-9,1
SAL,1880,-9,1
SAL,1881,180,1
SAL,1882,187,1
SAL,1883,112,1
SAL,1884,111,1
SAL,1885,123,1
SAL,1886,-9,2
SAL,1887,106,2
SAL,1888,116,2
SAL,1889,140,2
SAL,1890,408,2
SAL,1891,-9,4
SAL,1892,248,4
SAL,1893,247,4
SAL,1894,396,4
SAL,1895,-9,4
SAL,1896,283,4
SAL,1897,-9,3
SAL,1898,-9,3
SAL,1899,-9,3
SAL,1900,153,4
SAL,1901,163,3
SAL,1902,180,3
SAL,1903,140,4
SAL,1904,154,3
SAL,1905,177,3
SAL,1906,191,3
SAL,1907,200,3
SAL,1908,-9,3
SAL,1909,255,3
SAL,1910,243,3
SAL,1911,242,3
SAL,1912,281,3
SAL,1913,262,3
SAL,1914,1655,3
SAL,1915,-9,3
SAL,1916,-9,3
SAL,1917,-9,3
SAL,1918,-9,3
SAL,1919,-9,3
SAL,1920,1529,3
SAL,1921,169,4
SAL,1922,167,4
SAL,1923,137,4
SAL,1924,135,4
SAL,1925,165,3
SAL,1926,170,3
SAL,1927,199,3
SAL,1928,255,3
SAL,1929,219,3
SAL,1930,156,3
SAL,1931,158,3
SAL,1932,126,3
SAL,1933,115,3
SAL,1934,972,3
SAL,1935,1640,3
SAL,1936,1476,2
SAL,1937,1360,2
SAL,1938,1440,3
SAL,1939,1480,3
SAL,1940,-9,-9
SAL,1941,-9,-9
SAL,1942,1465,-9
SAL,1943,1350,-9
SAL,1944,1462,-9
SAL,1945,1801,-9
SAL,1946,1516,3
SAL,1947,1802,3
SAL,1948,2362,3
SAL,1949,2801,3
SAL,1950,3944,3
SAL,1951,4741,3
SAL,1952,5080,3
SAL,1953,6154,3
SAL,1954,5800,3
SAL,1955,6560,7
SAL,1956,6960,7
SAL,1957,7680,7
SAL,1958,7600,7
SAL,1959,6240,7
SAL,1960,6120,7
SAL,1961,6200,6
SAL,1962,8680,6
SAL,1963,8520,3
SAL,1964,8000,4
SAL,1965,9040,4
SAL,1966,9200,4
SAL,1967,9480,4
SAL,1968,9240,4
SAL,1969,10480,4
SAL,1970,9960,4
SAL,1971,11960,6
SAL,1972,12520,8
SAL,1973,25060,8
SAL,1974,26040,8
SAL,1975,27880,8
SAL,1976,37920,8
SAL,1977,50000,8
SAL,1978,58800,11
SAL,1979,68000,14
SAL,1980,72000,16
SAL,1981,116000,23
SAL,1982,139000,28
SAL,1983,158000,32
SAL,1984,205000,45
SAL,1985,252000,48
SAL,1986,160000,48
SAL,1987,208180,49
SAL,1988,237000,45
SAL,1989,139230,45
SAL,1990,143830,55
SAL,1991,141870,60
SAL,1992,175000,49
SAL,1993,100000,49
SAL,1994,132000,30
SAL,1995,145000,22
SAL,1996,149000,22
SAL,1997,176000,15
SAL,1998,163000,15
SAL,1999,171000,15
SAL,2000,168000,17
SAL,2001,165000,17
SAL,2002,109000,17
SAL,2003,106000,16
SAL,2004,106000,16
SAL,2005,106000,16
SAL,2006,106000,16
SAL,2007,111000,16
SAL,2008,115000,16
SAL,2009,135000,16
SAL,2010,135000,16
SAL,2011,146000,16
SAL,2012,145000,16
SAL,2013,154000,15
SAL,2014,150000,15
SAL,2015,150000,15
SAL,2016,146000,25
NIC,1900,114,2
NIC,1901,98,2
NIC,1902,-9,2
NIC,1903,140,2
NIC,1904,-9,2
NIC,1905,-9,2
NIC,1906,-9,4
NIC,1907,-9,4
NIC,1908,-9,4
NIC,1909,-9,4
NIC,1910,-9,4
NIC,1911,-9,4
NIC,1912,-9,4
NIC,1913,-9,4
NIC,1914,-9,4
NIC,1915,-9,4
NIC,1916,-9,2
NIC,1917,-9,2
NIC,1918,-9,2
NIC,1919,-9,2
NIC,1920,-9,1
NIC,1921,-9,2
NIC,1922,43,2
NIC,1923,-9,3
NIC,1924,-9,3
NIC,1925,131,3
NIC,1926,132,3
NIC,1927,84,3
NIC,1928,78,3
NIC,1929,141,3
NIC,1930,130,3
NIC,1931,90,3
NIC,1932,96,2
NIC,1933,63,3
NIC,1934,93,2
NIC,1935,86,2
NIC,1936,83,2
NIC,1937,45,3
NIC,1938,-9,2
NIC,1939,-9,4
NIC,1940,-9,-9
NIC,1941,-9,-9
NIC,1942,-9,-9
NIC,1943,-9,-9
NIC,1944,909,-9
NIC,1945,-9,-9
NIC,1946,-9,3
NIC,1947,-9,3
NIC,1948,-9,3
NIC,1949,-9,3
NIC,1950,-9,3
NIC,1951,-9,3
NIC,1952,-9,3
NIC,1953,-9,3
NIC,1954,-9,3
NIC,1955,-9,3
NIC,1956,-9,3
NIC,1957,7037,4
NIC,1958,5782,4
NIC,1959,6194,5
NIC,1960,6700,5
NIC,1961,6979,5
NIC,1962,7546,5
NIC,1963,7801,5
NIC,1964,7546,6
NIC,1965,8113,6
NIC,1966,9348,6
NIC,1967,10270,6
NIC,1968,10057,6
NIC,1969,10241,6
NIC,1970,12170,6
NIC,1971,12400,6
NIC,1972,16142,6
NIC,1973,15286,6
NIC,1974,21959,6
NIC,1975,27185,5
NIC,1976,37290,5
NIC,1977,41275,6
NIC,1978,43000,6
NIC,1979,42000,6
NIC,1980,62000,24
NIC,1981,192000,39
NIC,1982,249000,41
NIC,1983,348000,46
NIC,1984,625000,67
NIC,1985,702000,74
NIC,1986,436090,75
NIC,1987,189000,80
NIC,1988,142000,74
NIC,1989,-9,65
NIC,1990,318000,28
NIC,1991,225000,20
NIC,1992,214500,15
NIC,1993,210000,15
NIC,1994,35000,14
NIC,1995,39000,14
NIC,1996,37000,14
NIC,1997,36000,14
NIC,1998,30000,14
NIC,1999,25000,12
NIC,2000,24000,16
NIC,2001,27000,16
NIC,2002,32000,14
NIC,2003,31000,14
NIC,2004,32000,14
NIC,2005,34000,14
NIC,2006,35000,14
NIC,2007,37000,14
NIC,2008,42000,14
NIC,2009,40000,12
NIC,2010,44000,12
NIC,2011,54000,12
NIC,2012,66000,12
NIC,2013,85000,12
NIC,2014,83000,12
NIC,2015,72000,12
NIC,2016,73000,12
COS,1920,743,1
COS,1921,-9,1
COS,1922,413,1
COS,1923,397,1
COS,1924,521,1
COS,1925,590,1
COS,1926,656,-9
COS,1927,650,0
COS,1928,675,0
COS,1929,675,0
COS,1930,675,0
COS,1931,650,0
COS,1932,632,0
COS,1933,533,0
COS,1934,650,0
COS,1935,600,0
COS,1936,437,0
COS,1937,493,0
COS,1938,456,0
COS,1939,498,0
COS,1940,-9,-9
COS,1941,-9,-9
COS,1942,953,-9
COS,1943,1239,1
COS,1944,1517,1
COS,1945,1368,1
COS,1946,1174,1
COS,1947,1411,1
COS,1948,3051,1
COS,1949,1340,0
COS,1950,1199,0
COS,1951,1693,0
COS,1952,1728,0
COS,1953,1746,0
COS,1954,1975,0
COS,1955,2046,0
COS,1956,2116,0
COS,1957,2399,0
COS,1958,2328,0
COS,1959,2346,0
COS,1960,2399,0
COS,1961,2381,0
COS,1962,2120,0
COS,1963,2165,2
COS,1964,2105,2
COS,1965,2331,2
COS,1966,2556,2
COS,1967,2632,2
COS,1968,3609,2
COS,1969,3985,2
COS,1970,4135,2
COS,1971,6023,2
COS,1972,6384,2
COS,1973,8033,2
COS,1974,10802,2
COS,1975,12736,2
COS,1976,16103,3
COS,1977,18436,5
COS,1978,22054,5
COS,1979,21004,6
COS,1980,24737,6
COS,1981,21304,6
COS,1982,22993,6
COS,1983,28009,7
COS,1984,20111,8
COS,1985,29300,8
COS,1986,30900,8
COS,1987,25000,8
COS,1988,21000,8
COS,1989,57000,8
COS,1990,62670,8
COS,1991,55310,8
COS,1992,60700,8
COS,1993,95500,8
COS,1994,25000,8
COS,1995,48000,8
COS,1996,53000,8
COS,1997,59000,10
COS,1998,70000,10
COS,1999,69000,10
COS,2000,83000,-9
COS,2001,76000,-9
COS,2002,96000,0
COS,2003,94000,0
COS,2004,105000,0
COS,2005,95000,0
COS,2006,123000,0
COS,2007,159000,0
COS,2008,156000,0
COS,2009,215000,0
COS,2010,213000,0
COS,2011,271000,0
COS,2012,349000,0
COS,2013,397000,0
COS,2014,420000,0
COS,2015,439000,0
COS,2016,413000,0
PAN,1903,-9,-9
PAN,1904,-9,-9
PAN,1905,-9,-9
PAN,1906,-9,-9
PAN,1907,-9,-9
PAN,1908,-9,-9
PAN,1909,-9,-9
PAN,1910,-9,-9
PAN,1911,-9,-9
PAN,1912,-9,-9
PAN,1913,-9,-9
PAN,1914,-9,-9
PAN,1915,-9,-9
PAN,1916,-9,-9
PAN,1917,-9,-9
PAN,1918,-9,-9
PAN,1919,-9,-9
PAN,1920,-9,0
PAN,1921,-9,0
PAN,1922,-9,0
PAN,1923,32,0
PAN,1924,32,0
PAN,1925,35,0
PAN,1926,35,0
PAN,1927,45,0
PAN,1928,-9,0
PAN,1929,-9,0
PAN,1930,34,0
PAN,1931,43,0
PAN,1932,43,0
PAN,1933,42,0
PAN,1934,42,0
PAN,1935,42,0
PAN,1936,42,0
PAN,1937,45,0
PAN,1938,45,0
PAN,1939,43,0
PAN,1940,43,0
PAN,1941,-9,0
PAN,1942,-9,0
PAN,1943,4140,0
PAN,1944,-9,0
PAN,1945,-9,0
PAN,1946,-9,0
PAN,1947,-9,0
PAN,1948,-9,0
PAN,1949,-9,0
PAN,1950,-9,0
PAN,1951,-9,0
PAN,1952,-9,0
PAN,1953,-9,0
PAN,1954,-9,0
PAN,1955,-9,0
PAN,1956,-9,0
PAN,1957,-9,0
PAN,1958,-9,0
PAN,1959,-9,0
PAN,1960,500,0
PAN,1961,1000,0
PAN,1962,600,0
PAN,1963,500,3
PAN,1964,600,3
PAN,1965,600,4
PAN,1966,500,4
PAN,1967,800,4
PAN,1968,900,5
PAN,1969,1300,5
PAN,1970,1600,5
PAN,1971,1390,7
PAN,1972,9300,7
PAN,1973,10700,7
PAN,1974,13000,8
PAN,1975,14700,8
PAN,1976,15300,8
PAN,1977,15000,8
PAN,1978,17000,8
PAN,1979,15000,8
PAN,1980,24244,8
PAN,1981,42117,9
PAN,1982,59022,10
PAN,1983,67107,10
PAN,1984,88009,11
PAN,1985,96469,12
PAN,1986,96500,12
PAN,1987,104600,12
PAN,1988,101000,11
PAN,1989,141000,14
PAN,1990,125000,11
PAN,1991,75000,12
PAN,1992,75000,11
PAN,1993,95000,11
PAN,1994,96000,11
PAN,1995,107000,12
PAN,1996,112000,12
PAN,1997,114000,12
PAN,1998,122000,13
PAN,1999,128000,13
PAN,2000,130000,-9
PAN,2001,132000,-9
PAN,2002,120000,0
PAN,2003,130000,0
PAN,2004,140000,0
PAN,2005,158000,0
PAN,2006,171000,0
PAN,2007,200000,0
PAN,2008,226000,0
PAN,2009,275000,0
PAN,2010,324000,0
PAN,2011,490000,0
PAN,2012,551000,0
PAN,2013,637000,0
PAN,2014,717000,0
PAN,2015,656000,0
PAN,2016,751000,0
COL,1831,-9,3
COL,1832,-9,3
COL,1833,-9,3
COL,1834,-9,3
COL,1835,-9,3
COL,1836,-9,3
COL,1837,-9,3
COL,1838,-9,3
COL,1839,-9,6
COL,1840,-9,20
COL,1841,-9,25
COL,1842,-9,6
COL,1843,599,5
COL,1844,-9,4
COL,1845,-9,4
COL,1846,-9,4
COL,1847,-9,4
COL,1848,-9,4
COL,1849,-9,4
COL,1850,-9,4
COL,1851,-9,4
COL,1852,-9,2
COL,1853,-9,2
COL,1854,-9,2
COL,1855,-9,2
COL,1856,-9,2
COL,1857,-9,1
COL,1858,-9,1
COL,1859,-9,1
COL,1860,-9,1
COL,1861,-9,1
COL,1862,-9,1
COL,1863,-9,4
COL,1864,-9,2
COL,1865,71,2
COL,1866,56,2
COL,1867,138,2
COL,1868,50,2
COL,1869,167,2
COL,1870,78,2
COL,1871,77,2
COL,1872,130,2
COL,1873,184,2
COL,1874,110,2
COL,1875,57,1
COL,1876,82,3
COL,1877,228,2
COL,1878,227,3
COL,1879,196,3
COL,1880,204,2
COL,1881,194,3
COL,1882,435,3
COL,1883,-9,3
COL,1884,-9,3
COL,1885,-9,3
COL,1886,-9,3
COL,1887,-9,7
COL,1888,-9,7
COL,1889,-9,7
COL,1890,-9,6
COL,1891,-9,6
COL,1892,-9,6
COL,1893,-9,6
COL,1894,-9,6
COL,1895,-9,6
COL,1896,-9,6
COL,1897,183,1
COL,1898,182,1
COL,1899,505,1
COL,1900,504,1
COL,1901,266,1
COL,1902,-9,1
COL,1903,-9,15
COL,1904,-9,10
COL,1905,315,5
COL,1906,355,6
COL,1907,570,7
COL,1908,532,7
COL,1909,426,7
COL,1910,491,7
COL,1911,395,6
COL,1912,-9,6
COL,1913,395,6
COL,1914,3001,6
COL,1915,2641,6
COL,1916,2380,6
COL,1917,-9,6
COL,1918,-9,6
COL,1919,2133,6
COL,1920,4177,6
COL,1921,4177,6
COL,1922,3870,6
COL,1923,2804,6
COL,1924,2987,6
COL,1925,3360,6
COL,1926,3862,7
COL,1927,7305,8
COL,1928,8036,9
COL,1929,7476,9
COL,1930,4145,7
COL,1931,3864,8
COL,1932,3637,8
COL,1933,5712,8
COL,1934,9888,13
COL,1935,4697,13
COL,1936,7484,12
COL,1937,7151,15
COL,1938,7409,18
COL,1939,23070,15
COL,1940,8514,-9
COL,1941,8571,-9
COL,1942,9142,-9
COL,1943,8914,11
COL,1944,12342,11
COL,1945,14857,11
COL,1946,16331,17
COL,1947,27404,17
COL,1948,32710,17
COL,1949,36261,17
COL,1950,41327,17
COL,1951,56122,17
COL,1952,59761,17
COL,1953,85259,18
COL,1954,109562,19
COL,1955,108367,12
COL,1956,112749,17
COL,1957,115139,15
COL,1958,51256,19
COL,1959,37673,17
COL,1960,49531,18
COL,1961,61194,55
COL,1962,99104,55
COL,1963,107222,50
COL,1964,119111,55
COL,1965,135333,50
COL,1966,108586,50
COL,1967,120518,50
COL,1968,143047,50
COL,1969,136932,50
COL,1970,167206,45
COL,1971,190096,50
COL,1972,103128,50
COL,1973,104878,50
COL,1974,113183,50
COL,1975,130072,50
COL,1976,143396,60
COL,1977,164949,60
COL,1978,168359,60
COL,1979,211751,60
COL,1980,301170,60
COL,1981,374116,65
COL,1982,420228,70
COL,1983,456089,70
COL,1984,427886,70
COL,1985,274050,66
COL,1986,402970,76
COL,1987,272990,86
COL,1988,240510,76
COL,1989,346320,91
COL,1990,904060,110
COL,1991,1180000,110
COL,1992,1100000,139
COL,1993,1232000,139
COL,1994,1183000,146
COL,1995,1791000,146
COL,1996,2562000,146
COL,1997,2542000,149
COL,1998,2574000,154
COL,1999,2164000,155
COL,2000,3062000,152
COL,2001,2861000,158
COL,2002,3008000,158
COL,2003,3234000,200
COL,2004,3971000,204
COL,2005,4937000,207
COL,2006,5377000,207
COL,2007,6806000,209
COL,2008,9546000,254
COL,2009,9603000,267
COL,2010,10353000,285
COL,2011,5626000,283
COL,2012,6206000,283
COL,2013,7016000,281
COL,2014,13444000,281
COL,2015,9865000,297
COL,2016,8953000,297
VEN,1841,-9,-9
VEN,1842,-9,-9
VEN,1843,-9,-9
VEN,1844,-9,-9
VEN,1845,-9,-9
VEN,1846,-9,-9
VEN,1847,-9,-9
VEN,1848,-9,-9
VEN,1849,-9,-9
VEN,1850,-9,-9
VEN,1851,-9,-9
VEN,1852,-9,-9
VEN,1853,-9,-9
VEN,1854,-9,-9
VEN,1855,-9,-9
VEN,1856,-9,-9
VEN,1857,-9,10
VEN,1858,-9,10
VEN,1859,-9,10
VEN,1860,-9,10
VEN,1861,-9,10
VEN,1862,-9,10
VEN,1863,-9,10
VEN,1864,-9,10
VEN,1865,-9,10
VEN,1866,-9,10
VEN,1867,367,10
VEN,1868,347,5
VEN,1869,351,5
VEN,1870,-9,5
VEN,1871,-9,5
VEN,1872,-9,5
VEN,1873,-9,5
VEN,1874,330,10
VEN,1875,-9,10
VEN,1876,-9,5
VEN,1877,-9,5
VEN,1878,-9,12
VEN,1879,-9,14
VEN,1880,-9,12
VEN,1881,-9,2
VEN,1882,97,2
VEN,1883,-9,3
VEN,1884,-9,3
VEN,1885,-9,3
VEN,1886,-9,3
VEN,1887,161,2
VEN,1888,160,2
VEN,1889,-9,3
VEN,1890,218,2
VEN,1891,158,6
VEN,1892,-9,5
VEN,1893,-9,7
VEN,1894,219,7
VEN,1895,184,6
VEN,1896,212,4
VEN,1897,240,4
VEN,1898,181,4
VEN,1899,181,4
VEN,1900,-9,4
VEN,1901,406,9
VEN,1902,512,9
VEN,1903,551,9
VEN,1904,-9,8
VEN,1905,438,8
VEN,1906,407,10
VEN,1907,-9,10
VEN,1908,-9,10
VEN,1909,379,10
VEN,1910,317,10
VEN,1911,260,10
VEN,1912,377,10
VEN,1913,434,10
VEN,1914,2106,10
VEN,1915,1851,10
VEN,1916,1801,10
VEN,1917,1888,10
VEN,1918,2304,10
VEN,1919,1885,8
VEN,1920,2142,10
VEN,1921,2378,10
VEN,1922,2100,10
VEN,1923,2285,8
VEN,1924,2448,7
VEN,1925,2984,7
VEN,1926,2670,7
VEN,1927,3335,6
VEN,1928,5126,6
VEN,1929,6118,6
VEN,1930,7045,6
VEN,1931,5125,6
VEN,1932,4740,6
VEN,1933,4992,7
VEN,1934,8906,7
VEN,1935,10395,6
VEN,1936,9218,6
VEN,1937,10025,2
VEN,1938,12461,6
VEN,1939,12515,2
VEN,1940,11599,2
VEN,1941,10649,2
VEN,1942,10372,2
VEN,1943,10172,2
VEN,1944,11260,2
VEN,1945,13743,2
VEN,1946,16597,2
VEN,1947,33999,2
VEN,1948,32597,2
VEN,1949,45672,2
VEN,1950,54328,4
VEN,1951,60000,4
VEN,1952,63284,2
VEN,1953,62687,2
VEN,1954,80597,2
VEN,1955,100896,2
VEN,1956,114030,2
VEN,1957,148060,17
VEN,1958,179403,18
VEN,1959,181194,23
VEN,1960,161194,23
VEN,1961,159104,21
VEN,1962,151940,23
VEN,1963,182985,35
VEN,1964,194030,35
VEN,1965,163111,50
VEN,1966,176889,40
VEN,1967,197778,40
VEN,1968,198667,40
VEN,1969,192667,40
VEN,1970,200222,45
VEN,1971,247072,45
VEN,1972,296818,45
VEN,1973,304100,50
VEN,1974,459563,50
