stateabb,year,milex,milper
RUS,1933,2363450,885
RUS,1934,3479651,940
RUS,1935,5517537,1300
RUS,1936,2933657,1300
RUS,1937,3446172,1433
RUS,1938,5429984,1566
RUS,1939,5984123,1789
RUS,1940,6145214,4200
RUS,1941,6884227,4207
RUS,1942,7324156,4932
RUS,1943,7978497,5112
RUS,1944,8094563,6100
RUS,1945,8589076,12500
RUS,1946,8764724,2500
RUS,1947,11583011,2700
RUS,1948,13157894,2900
RUS,1949,13964622,3600
RUS,1950,15510433,4300
RUS,1951,20126000,5000
RUS,1952,21900448,5800
RUS,1953,25527632,5800
RUS,1954,28064976,5800
RUS,1955,29542096,5800
RUS,1956,26749408,5100
RUS,1957,27624304,4500
RUS,1958,30241936,3900
RUS,1959,34498608,3600
RUS,1960,36960032,3600
RUS,1961,43662960,3000
RUS,1962,49976192,3000
RUS,1963,47000000,3110
RUS,1964,47000000,3110
RUS,1965,46000000,2780
RUS,1966,48000000,3800
RUS,1967,52000000,3900
RUS,1968,62622000,4100
RUS,1969,68053000,4200
RUS,1970,77200000,4300
RUS,1971,82700000,3900
RUS,1972,88900000,4000
RUS,1973,96410000,4000
RUS,1974,109000000,4100
RUS,1975,128000000,4100
RUS,1976,138000000,4200
RUS,1977,149000000,3900
RUS,1978,163000000,3900
RUS,1979,180000000,3900
RUS,1980,201000000,3900
RUS,1981,221000000,3900
RUS,1982,237000000,3900
RUS,1983,250000000,3900
RUS,1984,264000000,3900
RUS,1985,275000000,3900
RUS,1986,287600000,3900
RUS,1987,303000000,3900
RUS,1988,317900000,3900
RUS,1989,119440000,3700
RUS,1990,128790000,3400
RUS,1991,133700000,3000
RUS,1992,47220000,1900
RUS,1993,29120000,1500
RUS,1994,96693000,1400
RUS,1995,82000000,1400
RUS,1996,73990000,1300
RUS,1997,64000000,1300
RUS,1998,57107000,1000
RUS,1999,56800000,900
RUS,2000,52000000,1004
RUS,2001,63684000,977
RUS,2002,50800000,988
RUS,2003,65200000,961
RUS,2004,61500000,999
RUS,2005,18768000,1037
RUS,2006,24577000,1027
RUS,2007,32215000,1027
RUS,2008,40484000,1027
RUS,2009,38293000,1027
RUS,2010,41944000,1027
RUS,2011,51594000,1046
RUS,2012,58765000,956
RUS,2013,68163000,845
RUS,2014,70048000,845
RUS,2015,51605000,771
RUS,2016,46626000,798
EST,1918,3541,16
EST,1919,3984,16
EST,1920,4395,16
EST,1921,5392,16
EST,1922,4749,16
EST,1923,4074,21
EST,1924,3693,21
EST,1925,4945,19
EST,1926,5104,18
EST,1927,5044,19
EST,1928,5192,16
EST,1929,4913,15
EST,1930,4958,14
EST,1931,4379,14
EST,1932,3457,12
EST,1933,3471,12
EST,1934,4766,12
EST,1935,4106,12
EST,1936,5370,12
EST,1937,5825,12
EST,1938,5928,12
EST,1939,5123,15
EST,1940,4832,18
EST,1991,-9,-9
EST,1992,37300,3
EST,1993,77000,5
EST,1994,19900,4
EST,1995,75800,6
EST,1996,110000,6
EST,1997,65000,7
EST,1998,61000,7
EST,1999,71000,7
EST,2000,78000,5
EST,2001,92000,4
EST,2002,99000,6
EST,2003,172000,6
EST,2004,172000,5
EST,2005,205000,5
EST,2006,238000,5
EST,2007,344000,4
EST,2008,450000,4
EST,2009,350000,5
EST,2010,330000,5
EST,2011,390000,6
EST,2012,437000,6
EST,2013,480000,6
EST,2014,520000,6
EST,2015,449000,6
EST,2016,503000,6
LAT,1918,4419,19
LAT,1919,3984,20
LAT,1920,3380,20
LAT,1921,3784,20
LAT,1922,4110,19
LAT,1923,5504,20
LAT,1924,6672,20
LAT,1925,7230,19
LAT,1926,8778,20
LAT,1927,7816,20
LAT,1928,7508,20
LAT,1929,7797,20
LAT,1930,7488,21
LAT,1931,6311,24
LAT,1932,5230,24
LAT,1933,5308,25
LAT,1934,8782,26
LAT,1935,9936,26
LAT,1936,10610,26
LAT,1937,7978,26
LAT,1938,9088,26
LAT,1939,8432,29
LAT,1940,7984,34
LAT,1991,-9,-9
LAT,1992,39800,5
LAT,1993,46100,5
LAT,1994,51000,6
LAT,1995,121000,7
LAT,1996,139000,7
LAT,1997,156000,5
LAT,1998,40000,5
LAT,1999,58000,5
LAT,2000,71000,5
LAT,2001,85000,6
LAT,2002,113000,6
LAT,2003,194000,5
LAT,2004,179000,5
LAT,2005,204000,5
LAT,2006,318000,5
LAT,2007,453000,5
LAT,2008,542000,6
LAT,2009,316000,5
LAT,2010,257000,6
LAT,2011,297000,6
LAT,2012,256000,5
LAT,2013,249000,5
LAT,2014,-9,5
LAT,2015,266000,5
LAT,2016,411000,5
LIT,1918,6541,42
LIT,1919,5974,50
LIT,1920,5512,50
LIT,1921,4941,50
LIT,1922,5181,30
LIT,1923,6469,30
LIT,1924,4423,30
LIT,1925,4895,30
LIT,1926,4451,21
LIT,1927,3956,21
LIT,1928,4900,18
LIT,1929,4940,15
LIT,1930,5590,20
LIT,1931,5560,18
LIT,1932,4640,20
LIT,1933,4900,20
LIT,1934,7834,19
LIT,1935,11037,23
LIT,1936,12783,21
LIT,1937,13691,23
LIT,1938,14399,23
LIT,1939,11230,27
LIT,1940,9841,33
LIT,1991,-9,-9
LIT,1992,55200,10
LIT,1993,73200,10
LIT,1994,64000,10
LIT,1995,115000,12
LIT,1996,128000,12
LIT,1997,135000,12
LIT,1998,139000,12
LIT,1999,107000,12
LIT,2000,199000,13
LIT,2001,211000,12
LIT,2002,248000,14
LIT,2003,337000,13
LIT,2004,310000,13
LIT,2005,305000,14
LIT,2006,353000,14
LIT,2007,447000,12
LIT,2008,547000,9
LIT,2009,402000,9
LIT,2010,458000,9
LIT,2011,351000,11
LIT,2012,329000,11
LIT,2013,355000,12
LIT,2014,436000,12
LIT,2015,474000,11
LIT,2016,642000,16
UKR,1991,4530000,-9
UKR,1992,5300000,438
UKR,1993,1445000,510
UKR,1994,1098000,495
UKR,1995,1005000,476
UKR,1996,1286000,476
UKR,1997,1324000,450
UKR,1998,1415000,365
UKR,1999,1437000,340
UKR,2000,5100000,304
UKR,2001,4899000,304
UKR,2002,5500000,302
UKR,2003,5500000,296
UKR,2004,6000000,242
UKR,2005,1080000,188
UKR,2006,1269000,188
UKR,2007,1802000,188
UKR,2008,1804000,130
UKR,2009,1414000,130
UKR,2010,908000,130
UKR,2011,1657000,130
UKR,2012,2050000,130
UKR,2013,2418000,130
UKR,2014,3587000,130
UKR,2015,3916000,122
UKR,2016,2165000,204
BLR,1991,-9,-9
BLR,1992,1647000,102
BLR,1993,931000,115
BLR,1994,430000,75
BLR,1995,496000,75
BLR,1996,501000,75
BLR,1997,451000,-9
BLR,1998,471000,-9
BLR,1999,466000,81
BLR,2000,2100000,83
BLR,2001,1960000,83
BLR,2002,2400000,80
BLR,2003,2400000,73
BLR,2004,2700000,73
BLR,2005,324000,73
BLR,2006,466000,73
BLR,2007,572000,73
BLR,2008,674000,73
BLR,2009,896000,63
BLR,2010,725000,73
BLR,2011,422000,73
BLR,2012,552000,73
BLR,2013,-9,48
BLR,2014,-9,48
BLR,2015,-9,48
BLR,2016,509000,48
ARM,1991,147000,-9
ARM,1992,75000,20
ARM,1993,151000,21
ARM,1994,-9,45
ARM,1995,79000,60
ARM,1996,125000,60
ARM,1997,138000,60
ARM,1998,151000,50
ARM,1999,159000,50
ARM,2000,690000,41
ARM,2001,637000,42
ARM,2002,700000,44
ARM,2003,700000,45
ARM,2004,810000,47
ARM,2005,125000,48
ARM,2006,184000,48
ARM,2007,296000,44
ARM,2008,396000,42
ARM,2009,401000,42
ARM,2010,422000,47
ARM,2011,396000,49
ARM,2012,402000,49
ARM,2013,447000,49
ARM,2014,470000,45
ARM,2015,414000,45
ARM,2016,428000,45
GRG,1991,-9,-9
GRG,1992,850000,25
GRG,1993,-9,7
GRG,1994,108000,7
GRG,1995,106000,5
GRG,1996,110000,5
GRG,1997,109000,11
GRG,1998,112000,16
GRG,1999,111000,14
GRG,2000,290000,27
GRG,2001,265000,17
GRG,2002,350000,18
GRG,2003,350000,18
GRG,2004,365000,15
GRG,2005,214000,11
GRG,2006,339000,11
GRG,2007,573000,11
GRG,2008,1037000,21
GRG,2009,604000,21
GRG,2010,484000,21
GRG,2011,421000,21
GRG,2012,394000,21
GRG,2013,389000,21
GRG,2014,393000,21
GRG,2015,307000,21
GRG,2016,287000,21
AZE,1991,302500,-9
AZE,1992,189860,43
AZE,1993,128000,45
AZE,1994,132000,50
AZE,1995,107000,78
AZE,1996,133000,80
AZE,1997,146000,75
AZE,1998,197000,70
AZE,1999,203000,75
AZE,2000,830000,72
AZE,2001,833000,72
AZE,2002,900000,72
AZE,2003,950000,66
AZE,2004,1100000,66
AZE,2005,314000,66
AZE,2006,658000,67
AZE,2007,936000,67
AZE,2008,1585000,67
AZE,2009,1500000,67
AZE,2010,1502000,67
AZE,2011,1697000,67
AZE,2012,1761000,67
AZE,2013,2003000,67
AZE,2014,2108000,67
AZE,2015,1738000,67
AZE,2016,1438000,67
FIN,1917,-9,-9
FIN,1918,-9,-9
FIN,1919,7642,38
FIN,1920,6455,39
FIN,1921,9655,35
FIN,1922,7913,30
FIN,1923,11947,29
FIN,1924,12605,31
FIN,1925,15496,32
FIN,1926,15349,29
FIN,1927,15155,30
FIN,1928,15044,30
FIN,1929,16123,29
FIN,1930,16740,27
FIN,1931,17806,31
FIN,1932,9577,29
FIN,1933,9545,32
FIN,1934,17440,31
FIN,1935,18427,31
FIN,1936,19786,31
FIN,1937,22179,31
FIN,1938,27391,36
FIN,1939,68491,37
FIN,1940,89744,300
FIN,1941,93832,-9
FIN,1942,99871,-9
FIN,1943,100407,350
FIN,1944,105498,350
FIN,1945,105978,32
FIN,1946,106038,42
FIN,1947,106321,42
FIN,1948,107012,42
FIN,1949,107353,42
FIN,1950,42857,42
FIN,1951,65368,42
FIN,1952,46320,42
FIN,1953,52381,42
FIN,1954,63537,42
FIN,1955,70563,42
FIN,1956,73913,42
FIN,1957,80000,42
FIN,1958,64375,42
FIN,1959,76875,42
FIN,1960,83438,42
FIN,1961,98125,48
FIN,1962,143302,47
FIN,1963,118944,35
FIN,1964,129503,40
FIN,1965,138509,40
FIN,1966,141615,40
FIN,1967,146273,40
FIN,1968,140238,40
FIN,1969,130714,40
FIN,1970,139524,40
FIN,1971,165380,40
FIN,1972,204279,40
FIN,1973,250183,40
FIN,1974,304203,40
FIN,1975,395520,40
FIN,1976,438619,36
FIN,1977,438527,40
FIN,1978,484749,40
FIN,1979,537319,36
FIN,1980,700249,36
FIN,1981,676814,36
FIN,1982,786041,36
FIN,1983,785496,40
FIN,1984,784212,40
FIN,1985,757192,40
FIN,1986,1020000,37
FIN,1987,1290000,37
FIN,1988,1520000,40
FIN,1989,1570000,39
FIN,1990,1940000,31
FIN,1991,2200000,32
FIN,1992,2300000,33
FIN,1993,2100000,31
FIN,1994,1998000,35
FIN,1995,2385000,32
FIN,1996,2255000,35
FIN,1997,1956000,35
FIN,1998,1929000,35
FIN,1999,1644000,35
FIN,2000,1560000,32
FIN,2001,1432000,32
FIN,2002,1847000,32
FIN,2003,2300000,27
FIN,2004,2484000,28
FIN,2005,2758000,28
FIN,2006,2750000,28
FIN,2007,3151000,29
FIN,2008,3632000,29
FIN,2009,3886000,29
FIN,2010,3589000,23
FIN,2011,3979000,22
FIN,2012,3601000,22
FIN,2013,3814000,22
FIN,2014,3725000,22
FIN,2015,2989000,22
FIN,2016,3283000,22
SWD,1816,-9,-9
SWD,1817,-9,-9
SWD,1818,-9,-9
SWD,1819,-9,54
SWD,1820,-9,-9
SWD,1821,-9,-9
SWD,1822,-9,-9
SWD,1823,-9,45
SWD,1824,-9,-9
SWD,1825,-9,-9
SWD,1826,-9,-9
SWD,1827,-9,-9
SWD,1828,-9,45
SWD,1829,-9,-9
SWD,1830,-9,42
SWD,1831,-9,45
SWD,1832,-9,-9
SWD,1833,-9,52
SWD,1834,-9,-9
SWD,1835,-9,-9
SWD,1836,-9,-9
SWD,1837,-9,-9
SWD,1838,-9,-9
SWD,1839,-9,-9
SWD,1840,-9,52
SWD,1841,-9,-9
SWD,1842,561,-9
SWD,1843,607,-9
SWD,1844,604,52
SWD,1845,601,-9
SWD,1846,540,52
SWD,1847,568,-9
SWD,1848,593,47
SWD,1849,475,49
SWD,1850,485,34
SWD,1851,500,34
SWD,1852,526,49
SWD,1853,563,77
SWD,1854,587,-9
SWD,1855,602,77
SWD,1856,633,77
SWD,1857,652,77
SWD,1858,675,76
SWD,1859,669,77
SWD,1860,672,77
SWD,1861,762,77
SWD,1862,759,91
SWD,1863,762,91
SWD,1864,850,117
SWD,1865,851,117
SWD,1866,853,120
SWD,1867,746,120
SWD,1868,756,83
SWD,1869,421,83
SWD,1870,705,83
SWD,1871,813,83
SWD,1872,774,86
SWD,1873,820,82
SWD,1874,849,-9
SWD,1875,910,79
SWD,1876,991,54
SWD,1877,991,94
SWD,1878,1243,86
SWD,1879,1273,64
SWD,1880,1263,92
SWD,1881,1315,66
SWD,1882,1355,67
SWD,1883,1406,69
SWD,1884,1464,62
SWD,1885,1581,65
SWD,1886,1581,65
SWD,1887,1496,65
SWD,1888,1448,64
SWD,1889,1462,64
SWD,1890,1619,66
SWD,1891,1502,66
SWD,1892,1515,63
SWD,1893,1965,63
SWD,1894,1961,63
SWD,1895,2036,63
SWD,1896,2195,62
SWD,1897,2430,63
SWD,1898,2551,63
SWD,1899,2401,63
SWD,1900,3064,75
SWD,1901,3415,75
SWD,1902,3812,73
SWD,1903,3961,103
SWD,1904,4352,95
SWD,1905,4096,64
SWD,1906,4262,67
SWD,1907,4444,67
SWD,1908,4503,67
SWD,1909,4893,65
SWD,1910,4656,71
SWD,1911,4398,74
SWD,1912,4512,74
SWD,1913,4579,86
SWD,1914,22180,-9
SWD,1915,22792,80
SWD,1916,40053,99
SWD,1917,45922,100
SWD,1918,86259,101
SWD,1919,41789,-9
SWD,1920,31787,101
SWD,1921,30890,25
SWD,1922,45277,30
SWD,1923,41572,25
SWD,1924,40568,40
SWD,1925,42203,30
SWD,1926,39837,28
SWD,1927,38436,28
SWD,1928,35884,38
SWD,1929,36819,38
SWD,1930,34787,39
SWD,1931,33581,32
SWD,1932,24000,32
SWD,1933,23003,34
SWD,1934,33858,-9
SWD,1935,32589,39
SWD,1936,40224,30
SWD,1937,46805,27
SWD,1938,72538,41
SWD,1939,98741,-9
SWD,1940,105623,100
SWD,1941,148721,-9
SWD,1942,187429,400
SWD,1943,198234,400
SWD,1944,209843,400
SWD,1945,216314,400
SWD,1946,227619,-9
SWD,1947,231111,-9
SWD,1948,224167,-9
SWD,1949,267222,-9
SWD,1950,219691,-9
SWD,1951,278185,-9
SWD,1952,344787,-9
SWD,1953,391119,-9
SWD,1954,415039,-9
SWD,1955,437657,-9
SWD,1956,461821,-9
SWD,1957,494297,28
SWD,1958,523100,28
SWD,1959,545138,29
SWD,1960,559351,29
SWD,1961,599807,80
SWD,1962,675024,80
SWD,1963,739977,70
SWD,1964,802500,70
SWD,1965,902486,70
SWD,1966,963320,70
SWD,1967,979150,70
SWD,1968,1002129,75
SWD,1969,1080308,75
SWD,1970,1113152,75
SWD,1971,1312148,75
SWD,1972,1534101,75
SWD,1973,1791267,75
SWD,1974,1952066,75
SWD,1975,2355619,75
SWD,1976,2472049,66
SWD,1977,2689664,69
SWD,1978,2980193,69
SWD,1979,3466446,68
SWD,1980,3799414,70
SWD,1981,2904513,70
SWD,1982,3191452,70
SWD,1983,3332561,68
SWD,1984,2862394,69
SWD,1985,3470000,69
SWD,1986,3830000,66
SWD,1987,4860000,66
SWD,1988,4780000,65
SWD,1989,4460000,62
SWD,1990,5510000,65
SWD,1991,6460000,63
SWD,1992,6200000,70
SWD,1993,5011000,70
SWD,1994,5376000,70
SWD,1995,6035000,70
SWD,1996,6501000,60
SWD,1997,5481000,60
SWD,1998,5760000,55
SWD,1999,5245000,52
SWD,2000,4610000,53
SWD,2001,3898000,34
SWD,2002,4584000,34
SWD,2003,5100000,28
SWD,2004,5394000,28
SWD,2005,5837000,28
SWD,2006,6006000,28
SWD,2007,6773000,28
SWD,2008,6659000,24
SWD,2009,5298000,17
SWD,2010,5604000,13
SWD,2011,6160000,21
SWD,2012,6022000,20
SWD,2013,6633000,21
SWD,2014,6688000,15
SWD,2015,5261000,15
SWD,2016,5828000,30
NOR,1905,3935,32
NOR,1906,4017,7
NOR,1907,4367,7
NOR,1908,5389,7
NOR,1909,4720,7
NOR,1910,4790,5
NOR,1911,5216,5
NOR,1912,1177,5
NOR,1913,1115,5
NOR,1914,8107,5
NOR,1915,6940,5
NOR,1916,8256,5
NOR,1917,9853,7
NOR,1918,15228,7
NOR,1919,15527,7
NOR,1920,10705,7
NOR,1921,10159,7
NOR,1922,7984,7
NOR,1923,9071,7
NOR,1924,6792,7
NOR,1925,7271,6
NOR,1926,8753,7
NOR,1927,10924,6
NOR,1928,10214,6
NOR,1929,10119,6
NOR,1930,9986,4
NOR,1931,9932,5
NOR,1932,6863,5
NOR,1933,6332,5
NOR,1934,9590,4
NOR,1935,9755,4
NOR,1936,11018,4
NOR,1937,12355,4
NOR,1938,12625,4
NOR,1939,68421,4
NOR,1940,89338,4
NOR,1945,110840,4
NOR,1946,125392,33
NOR,1947,107928,30
NOR,1948,51771,30
NOR,1949,74447,30
NOR,1950,49930,30
NOR,1951,80000,30
NOR,1952,116224,31
NOR,1953,149231,31
NOR,1954,159737,32
NOR,1955,133417,33
NOR,1956,135377,34
NOR,1957,146857,34
NOR,1958,143357,35
NOR,1959,154977,36
NOR,1960,147765,37
NOR,1961,164895,32
NOR,1962,192017,34
NOR,1963,204895,35
NOR,1964,219274,35
NOR,1965,264944,35
NOR,1966,272308,35
NOR,1967,292877,35
NOR,1968,335524,35
NOR,1969,349930,35
NOR,1970,388515,35
NOR,1971,429152,35
NOR,1972,491629,35
NOR,1973,607895,39
NOR,1974,710869,40
NOR,1975,912778,38
NOR,1976,977366,39
NOR,1977,1114680,39
NOR,1978,1307441,40
NOR,1979,1453763,40
NOR,1980,1668691,40
NOR,1981,1528746,39
NOR,1982,1697841,40
NOR,1983,1844320,41
NOR,1984,1977082,39
NOR,1985,1716000,36
NOR,1986,2350000,38
NOR,1987,2590000,38
NOR,1988,2934000,40
NOR,1989,2970000,43
NOR,1990,3500000,51
NOR,1991,3460000,41
NOR,1992,3730000,36
NOR,1993,3200000,32
NOR,1994,3200000,33
NOR,1995,3508000,38
NOR,1996,3754000,38
NOR,1997,3253000,33
NOR,1998,3391000,33
NOR,1999,3241000,33
NOR,2000,2923000,27
NOR,2001,2967000,27
NOR,2002,4068000,27
NOR,2003,4518000,27
NOR,2004,4888000,26
NOR,2005,4887000,26
NOR,2006,4962000,26
NOR,2007,5546000,23
NOR,2008,5869000,16
NOR,2009,6196000,19
NOR,2010,5929000,24
NOR,2011,7003000,26
NOR,2012,7143000,24
NOR,2013,7523000,24
NOR,2014,6977000,26
NOR,2015,5510000,26
NOR,2016,5968000,26
DEN,1816,-9,32
DEN,1817,-9,31
DEN,1818,-9,30
DEN,1819,-9,29
DEN,1820,-9,28
DEN,1821,-9,26
DEN,1822,-9,28
DEN,1823,-9,30
DEN,1824,-9,41
DEN,1825,-9,41
DEN,1826,-9,41
DEN,1827,-9,41
DEN,1828,-9,41
DEN,1829,-9,41
DEN,1830,-9,41
DEN,1831,-9,41
DEN,1832,-9,41
DEN,1833,-9,41
DEN,1834,-9,33
DEN,1835,300,41
DEN,1836,-9,41
DEN,1837,-9,39
DEN,1838,-9,37
DEN,1839,-9,35
DEN,1840,-9,45
DEN,1841,424,38
DEN,1842,446,31
DEN,1843,471,23
DEN,1844,459,24
DEN,1845,464,26
DEN,1846,478,27
DEN,1847,491,27
DEN,1848,503,27
DEN,1849,136,41
DEN,1850,264,26
DEN,1851,459,26
DEN,1852,536,26
DEN,1853,691,26
DEN,1854,688,26
DEN,1855,733,25
DEN,1856,510,25
DEN,1857,510,25
DEN,1858,705,25
DEN,1859,688,25
DEN,1860,680,25
DEN,1861,682,25
DEN,1862,684,25
DEN,1863,548,25
DEN,1864,683,32
DEN,1865,546,38
DEN,1866,507,43
DEN,1867,560,46
DEN,1868,615,51
DEN,1869,726,39
DEN,1870,705,39
DEN,1871,676,38
DEN,1872,696,39
DEN,1873,748,39
DEN,1874,733,39
DEN,1875,801,16
DEN,1876,938,16
DEN,1877,754,16
DEN,1878,842,11
DEN,1879,782,6
DEN,1880,770,6
DEN,1881,887,6
DEN,1882,819,6
DEN,1883,927,6
DEN,1884,1050,6
DEN,1885,827,8
DEN,1886,637,11
DEN,1887,658,14
DEN,1888,592,17
DEN,1889,571,18
DEN,1890,919,18
DEN,1891,637,17
DEN,1892,1133,15
DEN,1893,946,15
DEN,1894,928,15
DEN,1895,1115,12
DEN,1896,933,12
DEN,1897,914,16
DEN,1898,926,12
DEN,1899,937,12
DEN,1900,1001,11
DEN,1901,1101,11
DEN,1902,921,11
DEN,1903,1119,11
DEN,1904,976,11
DEN,1905,948,11
DEN,1906,1048,11
DEN,1907,1102,11
DEN,1908,1162,12
DEN,1909,1203,15
DEN,1910,1691,15
DEN,1911,1383,15
DEN,1912,1718,15
DEN,1913,1634,15
DEN,1914,4289,15
DEN,1915,7568,15
DEN,1916,9562,16
DEN,1917,11589,16
DEN,1918,13947,16
DEN,1919,15842,16
DEN,1920,17471,16
DEN,1921,19917,15
DEN,1922,11136,13
DEN,1923,10459,13
DEN,1924,8725,14
DEN,1925,9350,14
DEN,1926,11782,14
DEN,1927,11246,13
DEN,1928,12623,14
DEN,1929,13270,12
DEN,1930,12248,11
DEN,1931,12095,11
DEN,1932,7314,11
DEN,1933,6709,11
DEN,1934,9391,10
DEN,1935,9516,10
DEN,1936,9636,12
DEN,1937,12292,12
DEN,1938,22099,11
DEN,1939,29364,12
DEN,1940,35986,13
DEN,1945,47691,13
DEN,1946,52389,14
DEN,1947,59412,14
DEN,1948,65311,14
DEN,1949,74844,16
DEN,1950,51879,18
DEN,1951,97543,25
DEN,1952,97688,25
DEN,1953,128468,25
DEN,1954,128131,25
DEN,1955,133198,25
DEN,1956,135515,35
DEN,1957,146518,35
DEN,1958,135804,32
DEN,1959,142754,32
DEN,1960,161117,32
DEN,1961,170866,45
DEN,1962,225239,47
DEN,1963,239206,45
DEN,1964,255245,45
DEN,1965,285219,50
DEN,1966,301843,50
DEN,1967,325188,50
DEN,1968,347226,45
DEN,1969,351953,45
DEN,1970,367992,45
DEN,1971,430773,45
DEN,1972,487243,45
DEN,1973,581866,39
DEN,1974,728314,35
DEN,1975,919042,34
DEN,1976,939620,31
DEN,1977,1056603,32
DEN,1978,1314612,33
DEN,1979,1518723,33
DEN,1980,1607729,33
DEN,1981,1446237,33
DEN,1982,1400045,32
DEN,1983,1482567,30
DEN,1984,1260337,31
DEN,1985,1187000,29
DEN,1986,1560000,28
DEN,1987,1570000,28
DEN,1988,2010000,30
DEN,1989,1920000,31
DEN,1990,2600000,31
DEN,1991,1299000,30
DEN,1992,2790000,28
DEN,1993,2682000,27
DEN,1994,2600000,28
DEN,1995,3118000,27
DEN,1996,3152000,28
DEN,1997,2805000,29
DEN,1998,2903000,25
DEN,1999,2661000,27
DEN,2000,2395000,22
DEN,2001,2409000,21
DEN,2002,2696000,23
DEN,2003,3208000,23
DEN,2004,3588000,22
DEN,2005,3472000,21
DEN,2006,3901000,21
DEN,2007,4028000,22
DEN,2008,4468000,30
DEN,2009,4337000,30
DEN,2010,4505000,27
DEN,2011,4519000,19
DEN,2012,4422000,19
DEN,2013,4509000,16
DEN,2014,4811000,17
DEN,2015,3450000,17
DEN,2016,3547000,17
ICE,1944,0,0
ICE,1945,0,0
ICE,1946,0,0
ICE,1947,0,0
ICE,1948,0,0
ICE,1949,0,0
ICE,1950,0,0
ICE,1951,0,0
ICE,1952,0,0
ICE,1953,0,0
ICE,1954,0,0
ICE,1955,0,0
ICE,1956,0,0
ICE,1957,0,0
ICE,1958,0,0
ICE,1959,0,0
ICE,1960,0,0
ICE,1961,0,0
ICE,1962,0,0
ICE,1963,0,0
ICE,1964,0,0
ICE,1965,0,0
ICE,1966,0,0
ICE,1967,0,0
ICE,1968,0,0
ICE,1969,0,0
ICE,1970,0,0
ICE,1971,0,0
ICE,1972,0,0
ICE,1973,0,0
ICE,1974,0,0
ICE,1975,0,0
ICE,1976,0,0
ICE,1977,0,0
ICE,1978,0,0
ICE,1979,0,0
ICE,1980,0,0
ICE,1981,0,0
ICE,1982,0,0
ICE,1983,0,0
ICE,1984,0,0
ICE,1985,0,0
ICE,1986,0,0
ICE,1987,0,0
ICE,1988,0,0
ICE,1989,0,0
ICE,1990,0,0
ICE,1991,0,0
ICE,1992,0,0
ICE,1993,0,0
ICE,1994,0,0
ICE,1995,0,0
ICE,1996,0,0
ICE,1997,0,0
ICE,1998,0,0
ICE,1999,0,0
ICE,2000,0,-9
ICE,2001,0,-9
ICE,2002,-9,0
ICE,2003,-9,0
ICE,2004,-9,0
ICE,2005,48000,0
ICE,2006,46000,0
ICE,2007,-9,0
ICE,2008,-9,0
ICE,2009,-9,0
ICE,2010,-9,0
ICE,2011,-9,0
ICE,2012,-9,0
ICE,2013,-9,0
ICE,2014,39000,0
ICE,2015,34000,0
ICE,2016,31000,0
CAP,1975,0,0
CAP,1976,1000,3
CAP,1977,1000,2
CAP,1978,2000,4
CAP,1979,1000,4
CAP,1980,1100,4
CAP,1981,1300,4
CAP,1982,-9,4
CAP,1983,-9,4
CAP,1984,-9,6
CAP,1985,-9,6
CAP,1986,-9,4
CAP,1987,-9,4
CAP,1988,-9,3
CAP,1989,-9,3
CAP,1990,-9,1
CAP,1991,3660,1
CAP,1992,3560,1
CAP,1993,3000,1
CAP,1994,4000,1
CAP,1995,4000,1
CAP,1996,4000,1
CAP,1997,4000,1
CAP,1998,4000,1
CAP,1999,7000,1
CAP,2000,4000,1
CAP,2001,4000,1
CAP,2002,5000,1
CAP,2003,6000,1
CAP,2004,7000,1
CAP,2005,7000,1
CAP,2006,7000,1
CAP,2007,8000,1
CAP,2008,9000,1
CAP,2009,9000,1
CAP,2010,8000,1
CAP,2011,9000,1
CAP,2012,9000,1
CAP,2013,9000,1
CAP,2014,12000,1
CAP,2015,10000,1
CAP,2016,11000,1
STP,1975,0,0
STP,1976,0,0
STP,1977,0,0
STP,1978,0,0
STP,1979,0,0
STP,1980,1000,0
STP,1981,-9,2
STP,1982,-9,2
STP,1983,-9,2
STP,1984,-9,2
STP,1985,-9,2
STP,1986,-9,1
STP,1987,-9,1
STP,1988,-9,1
STP,1989,-9,1
STP,1990,-9,1
STP,1991,-9,1
STP,1992,-9,1
STP,1993,-9,1
STP,1994,0,1
STP,1995,0,1
STP,1996,1000,1
STP,1997,0,1
STP,1998,1000,1
STP,1999,0,1
STP,2000,-9,-9
STP,2001,-9,-9
STP,2002,-9,-9
STP,2003,-9,-9
STP,2004,-9,-9
STP,2005,-9,-9
STP,2006,-9,-9
STP,2007,-9,-9
STP,2008,-9,-9
STP,2009,-9,-9
STP,2010,-9,-9
STP,2011,-9,-9
STP,2012,-9,-9
STP,2013,-9,-9
STP,2014,-9,-9
STP,2015,-9,-9
STP,2016,-9,-9
GNB,1974,1000,5
GNB,1975,-9,5
GNB,1976,4000,5
GNB,1977,4000,6
GNB,1978,5000,6
GNB,1979,5000,5
GNB,1980,7000,4
GNB,1981,7000,12
GNB,1982,9000,9
GNB,1983,19054,9
GNB,1984,8268,11
GNB,1985,9068,11
GNB,1986,6130,11
GNB,1987,3880,11
GNB,1988,-9,10
GNB,1989,4430,10
GNB,1990,4430,12
GNB,1991,-9,12
GNB,1992,-9,11
GNB,1993,-9,11
GNB,1994,8000,7
GNB,1995,8000,7
GNB,1996,9000,7
GNB,1997,8000,7
GNB,1998,5000,7
GNB,1999,6000,7
