stateabb,year,irst,pec
MYA,2004,25,19708
MYA,2005,25,19894
MYA,2006,25,20721
MYA,2007,25,20700
MYA,2008,25,19102
MYA,2009,25,20320
MYA,2010,25,20180
MYA,2011,25,21682
MYA,2012,25,20196
MYA,2013,30,20522
MYA,2014,35,21240
MYA,2015,35,24583
MYA,2016,35,22913
SRI,1948,0,0
SRI,1949,0,0
SRI,1950,0,10
SRI,1951,0,14
SRI,1952,0,16
SRI,1953,0,18
SRI,1954,0,20
SRI,1955,0,23
SRI,1956,0,24
SRI,1957,0,27
SRI,1958,0,30
SRI,1959,0,33
SRI,1960,0,37
SRI,1961,0,45
SRI,1962,0,46
SRI,1963,0,55
SRI,1964,0,58
SRI,1965,0,61
SRI,1966,0,66
SRI,1967,0,76
SRI,1968,0,134
SRI,1969,0,966
SRI,1970,0,4586
SRI,1971,0,4237
SRI,1972,0,6007
SRI,1973,0,6054
SRI,1974,0,5730
SRI,1975,0,5741
SRI,1976,0,5778
SRI,1977,0,5895
SRI,1978,0,5929
SRI,1979,0,6071
SRI,1980,0,6515
SRI,1981,0,6473
SRI,1982,0,6860
SRI,1983,0,6282
SRI,1984,0,6667
SRI,1985,0,6729
SRI,1986,0,6823
SRI,1987,0,6863
SRI,1988,0,6834
SRI,1989,0,6238
SRI,1990,30,7077
SRI,1991,30,6965
SRI,1992,30,6577
SRI,1993,30,7488
SRI,1994,30,7734
SRI,1995,30,7645
SRI,1996,30,7923
SRI,1997,30,7636
SRI,1998,30,8155
SRI,1999,30,7820
SRI,2000,30,9054
SRI,2001,30,8467
SRI,2002,30,8868
SRI,2003,30,8899
SRI,2004,30,9352
SRI,2005,30,9163
SRI,2006,30,9614
SRI,2007,30,9275
SRI,2008,30,9232
SRI,2009,30,9582
SRI,2010,30,9513
SRI,2011,30,10346
SRI,2012,30,9991
SRI,2013,30,10136
SRI,2014,30,11162
SRI,2015,30,11419
SRI,2016,30,11576
MAD,1965,0,4
MAD,1966,0,4
MAD,1967,0,4
MAD,1968,0,-9
MAD,1969,0,-9
MAD,1970,0,3
MAD,1971,0,3
MAD,1972,0,3
MAD,1973,0,3
MAD,1974,0,3
MAD,1975,0,3
MAD,1976,0,3
MAD,1977,0,3
MAD,1978,0,3
MAD,1979,0,3
MAD,1980,0,3
MAD,1981,0,4
MAD,1982,0,4
MAD,1983,0,4
MAD,1984,0,4
MAD,1985,0,5
MAD,1986,0,5
MAD,1987,0,5
MAD,1988,0,6
MAD,1989,0,6
MAD,1990,0,7
MAD,1991,0,7
MAD,1992,0,7
MAD,1993,0,9
MAD,1994,0,9
MAD,1995,0,11
MAD,1996,0,12
MAD,1997,0,13
MAD,1998,0,14
MAD,1999,0,16
MAD,2000,0,23
MAD,2001,0,24
MAD,2002,0,27
MAD,2003,0,29
MAD,2004,0,33
MAD,2005,0,35
MAD,2006,0,40
MAD,2007,0,45
MAD,2008,0,52
MAD,2009,0,54
MAD,2010,0,50
MAD,2011,0,53
MAD,2012,0,56
MAD,2013,0,57
MAD,2014,0,71
MAD,2015,0,79
MAD,2016,0,84
NEP,1920,0,0
NEP,1921,0,0
NEP,1922,0,0
NEP,1923,0,0
NEP,1924,0,0
NEP,1925,0,0
NEP,1926,0,0
NEP,1927,0,0
NEP,1928,0,0
NEP,1929,0,0
NEP,1930,0,0
NEP,1931,0,0
NEP,1932,0,0
NEP,1933,0,0
NEP,1934,0,0
NEP,1935,0,0
NEP,1936,0,0
NEP,1937,0,0
NEP,1938,0,0
NEP,1939,0,0
NEP,1940,0,0
NEP,1941,0,0
NEP,1942,0,0
NEP,1943,0,0
NEP,1944,0,0
NEP,1945,0,0
NEP,1946,0,0
NEP,1947,0,0
NEP,1948,0,0
NEP,1949,0,0
NEP,1950,0,0
NEP,1951,0,0
NEP,1952,0,0
NEP,1953,0,1
NEP,1954,0,1
NEP,1955,0,1
NEP,1956,0,1
NEP,1957,0,2
NEP,1958,0,2
NEP,1959,0,1
NEP,1960,0,1
NEP,1961,0,1
NEP,1962,0,2
NEP,1963,0,2
NEP,1964,0,2
NEP,1965,0,3
NEP,1966,0,4
NEP,1967,0,5
NEP,1968,0,33
NEP,1969,0,39
NEP,1970,0,3287
NEP,1971,0,3365
NEP,1972,0,3454
NEP,1973,0,3579
NEP,1974,0,3656
NEP,1975,0,3741
NEP,1976,0,3792
NEP,1977,0,3895
NEP,1978,0,3987
NEP,1979,0,4139
NEP,1980,0,3882
NEP,1981,0,3813
NEP,1982,0,3840
NEP,1983,0,3959
NEP,1984,0,3968
NEP,1985,0,3950
NEP,1986,0,3935
NEP,1987,0,4033
NEP,1988,0,4016
NEP,1989,0,4024
NEP,1990,0,4038
NEP,1991,0,4088
NEP,1992,0,4102
NEP,1993,0,4145
NEP,1994,0,4153
NEP,1995,0,8586
NEP,1996,0,8776
NEP,1997,0,8901
NEP,1998,0,8909
NEP,1999,0,9430
NEP,2000,0,9902
NEP,2001,0,10079
NEP,2002,0,10160
NEP,2003,0,10417
NEP,2004,0,10686
NEP,2005,0,11049
NEP,2006,0,11248
NEP,2007,0,11955
NEP,2008,0,11682
NEP,2009,0,11891
NEP,2010,0,12303
NEP,2011,0,10416
NEP,2012,0,11627
NEP,2013,0,13205
NEP,2014,0,14996
NEP,2015,0,14177
NEP,2016,0,14175
THI,1887,0,0
THI,1888,0,0
THI,1889,0,0
THI,1890,0,0
THI,1891,0,0
THI,1892,0,0
THI,1893,0,0
THI,1894,0,0
THI,1895,0,0
THI,1896,0,0
THI,1897,0,0
THI,1898,0,0
THI,1899,0,0
THI,1900,0,0
THI,1901,0,0
THI,1902,0,0
THI,1903,0,0
THI,1904,0,0
THI,1905,0,0
THI,1906,0,0
THI,1907,0,0
THI,1908,0,0
THI,1909,0,0
THI,1910,0,0
THI,1911,0,0
THI,1912,0,0
THI,1913,0,0
THI,1914,0,0
THI,1915,0,0
THI,1916,0,0
THI,1917,0,0
THI,1918,0,0
THI,1919,0,0
THI,1920,0,0
THI,1921,0,0
THI,1922,0,0
THI,1923,0,0
THI,1924,0,0
THI,1925,0,0
THI,1926,0,0
THI,1927,0,0
THI,1928,0,0
THI,1929,0,0
THI,1930,0,0
THI,1931,0,0
THI,1932,0,0
THI,1933,0,0
THI,1934,0,1
THI,1935,0,1
THI,1936,0,1
THI,1937,0,1
THI,1938,0,4
THI,1939,0,5
THI,1940,0,4
THI,1941,0,6
THI,1942,0,4
THI,1943,0,5
THI,1944,0,3
THI,1945,0,1
THI,1946,0,4
THI,1947,0,5
THI,1948,0,6
THI,1949,0,7
THI,1950,0,17
THI,1951,0,18
THI,1952,0,20
THI,1953,0,35
THI,1954,0,74
THI,1955,0,46
THI,1956,0,37
THI,1957,0,46
THI,1958,0,45
THI,1959,0,46
THI,1960,7,54
THI,1961,7,56
THI,1962,7,54
THI,1963,3,130
THI,1964,4,1001
THI,1965,6,1772
THI,1966,6,3181
THI,1967,3,3220
THI,1968,6,5296
THI,1969,6,4479
THI,1970,40,14546
THI,1971,120,17360
THI,1972,182,19979
THI,1973,190,21468
THI,1974,220,20841
THI,1975,236,21913
THI,1976,275,23663
THI,1977,300,25409
THI,1978,331,25441
THI,1979,440,26282
THI,1980,450,26204
THI,1981,300,26673
THI,1982,312,28748
THI,1983,340,29835
THI,1984,381,31103
THI,1985,447,35045
THI,1986,463,35640
THI,1987,534,37751
THI,1988,552,41498
THI,1989,689,46366
THI,1990,685,56697
THI,1991,711,63323
THI,1992,779,68992
THI,1993,800,73082
THI,1994,1461,79455
THI,1995,2134,88697
THI,1996,2143,105758
THI,1997,2101,118403
THI,1998,1814,111744
THI,1999,1532,119703
THI,2000,2100,125907
THI,2001,2127,135754
THI,2002,2538,142828
THI,2003,3551,150036
THI,2004,4533,161478
THI,2005,5161,165880
THI,2006,4914,169144
THI,2007,5565,174611
THI,2008,5211,180820
THI,2009,3646,191511
THI,2010,4145,205482
THI,2011,4238,200502
THI,2012,3328,215057
THI,2013,3579,228519
THI,2014,4095,225558
THI,2015,3718,232411
THI,2016,3825,227153
CAM,1953,0,3
CAM,1954,0,3
CAM,1955,0,4
CAM,1956,0,4
CAM,1957,0,5
CAM,1958,0,6
CAM,1959,0,6
CAM,1960,0,7
CAM,1961,0,9
CAM,1962,0,10
CAM,1963,0,11
CAM,1964,0,10
CAM,1965,0,10
CAM,1966,0,11
CAM,1967,0,12
CAM,1968,0,78
CAM,1969,0,600
CAM,1970,0,1901
CAM,1971,0,1498
CAM,1972,0,1445
CAM,1973,0,1444
CAM,1974,0,1451
CAM,1975,0,1456
CAM,1976,0,1440
CAM,1977,0,1336
CAM,1978,0,1314
CAM,1979,0,1307
CAM,1980,0,1309
CAM,1981,0,1344
CAM,1982,0,1373
CAM,1983,0,1410
CAM,1984,0,1456
CAM,1985,0,1500
CAM,1986,0,1543
CAM,1987,0,1583
CAM,1988,0,1624
CAM,1989,0,1756
CAM,1990,0,3520
CAM,1991,0,3506
CAM,1992,0,3487
CAM,1993,0,3475
CAM,1994,0,3490
CAM,1995,0,3353
CAM,1996,0,3520
CAM,1997,0,3561
CAM,1998,0,4044
CAM,1999,0,3992
CAM,2000,0,3924
CAM,2001,0,3875
CAM,2002,0,4710
CAM,2003,0,4799
CAM,2004,0,3749
CAM,2005,0,3676
CAM,2006,0,3583
CAM,2007,0,3490
CAM,2008,0,3457
CAM,2009,0,5384
CAM,2010,0,5461
CAM,2011,0,5748
CAM,2012,0,5998
CAM,2013,0,6250
CAM,2014,0,6644
CAM,2015,0,7213
CAM,2016,0,7601
LAO,1953,0,0
LAO,1954,0,0
LAO,1955,0,0
LAO,1956,0,0
LAO,1957,0,0
LAO,1958,0,0
LAO,1959,0,0
LAO,1960,0,0
LAO,1961,0,0
LAO,1962,0,0
LAO,1963,0,0
LAO,1964,0,0
LAO,1965,0,0
LAO,1966,0,0
LAO,1967,0,0
LAO,1968,0,4
LAO,1969,0,5
LAO,1970,0,1620
LAO,1971,0,1628
LAO,1972,0,1641
LAO,1973,0,1667
LAO,1974,0,1680
LAO,1975,0,1699
LAO,1976,0,1725
LAO,1977,0,1727
LAO,1978,0,1741
LAO,1979,0,1713
LAO,1980,0,1706
LAO,1981,0,1674
LAO,1982,0,1676
LAO,1983,0,1694
LAO,1984,0,1682
LAO,1985,0,1692
LAO,1986,0,1705
LAO,1987,0,1741
LAO,1988,0,1784
LAO,1989,0,1777
LAO,1990,0,1793
LAO,1991,0,1814
LAO,1992,0,1822
LAO,1993,0,1838
LAO,1994,0,1846
LAO,1995,0,1856
LAO,1996,0,1888
LAO,1997,0,1924
LAO,1998,0,1945
LAO,1999,0,1950
LAO,2000,0,1589
LAO,2001,0,1633
LAO,2002,0,1686
LAO,2003,0,1737
LAO,2004,0,1752
LAO,2005,0,1810
LAO,2006,0,1918
LAO,2007,0,2090
LAO,2008,0,2313
LAO,2009,0,2389
LAO,2010,0,2530
LAO,2011,0,2573
LAO,2012,0,2586
LAO,2013,0,2812
LAO,2014,0,2981
LAO,2015,0,4743
LAO,2016,0,7974
DRV,1954,0,1008
DRV,1955,0,802
DRV,1956,0,535
DRV,1957,0,451
DRV,1958,0,1086
DRV,1959,0,1702
DRV,1960,0,2030
DRV,1961,0,2094
DRV,1962,0,2600
DRV,1963,0,2409
DRV,1964,50,2636
DRV,1965,100,2808
DRV,1966,150,3003
DRV,1967,200,2553
DRV,1968,250,-9
DRV,1969,300,-9
DRV,1970,350,7870
DRV,1971,311,7804
DRV,1972,276,7270
DRV,1973,245,8243
DRV,1974,217,8858
DRV,1975,193,10309
DRV,1976,171,10210
DRV,1977,152,10903
DRV,1978,135,10896
DRV,1979,119,11229
DRV,1980,106,11498
DRV,1981,34,11860
DRV,1982,47,12199
DRV,1983,48,12557
DRV,1984,53,11908
DRV,1985,60,13249
DRV,1986,66,14044
DRV,1987,74,15079
DRV,1988,82,14647
DRV,1989,92,12962
DRV,1990,102,23501
DRV,1991,183,24277
DRV,1992,219,24327
DRV,1993,270,24440
DRV,1994,301,24413
DRV,1995,271,25532
DRV,1996,311,27161
DRV,1997,314,31431
DRV,1998,306,32353
DRV,1999,308,33041
DRV,2000,306,34935
DRV,2001,319,37001
DRV,2002,409,39701
DRV,2003,544,43238
DRV,2004,689,47605
DRV,2005,890,50541
DRV,2006,1869,53979
DRV,2007,2024,56872
DRV,2008,2250,61481
DRV,2009,2700,66965
DRV,2010,4314,78291
DRV,2011,4900,84289
DRV,2012,5298,84410
DRV,2013,5474,90140
DRV,2014,5847,99691
DRV,2015,5647,108420
DRV,2016,7811,110494
RVN,1954,0,22
RVN,1955,0,26
RVN,1956,0,63
RVN,1957,0,61
RVN,1958,0,85
RVN,1959,0,36
RVN,1960,0,38
RVN,1961,0,62
RVN,1962,0,84
RVN,1963,0,112
RVN,1964,0,99
RVN,1965,0,89
RVN,1966,0,35
RVN,1967,0,17
RVN,1968,0,23
RVN,1969,0,11
RVN,1970,0,139
RVN,1971,0,151
RVN,1972,0,145
RVN,1973,0,154
RVN,1974,0,136
RVN,1975,0,-9
MAL,1957,0,1877
MAL,1958,0,1196
MAL,1959,0,473
MAL,1960,0,2205
MAL,1961,0,3448
MAL,1962,0,2811
MAL,1963,0,2753
MAL,1964,0,3002
MAL,1965,0,2561
MAL,1966,0,1211
MAL,1967,0,374
MAL,1968,0,-9
MAL,1969,0,-9
MAL,1970,0,9240
MAL,1971,0,9522
MAL,1972,0,9387
MAL,1973,0,8807
MAL,1974,0,8487
MAL,1975,0,8690
MAL,1976,0,10506
MAL,1977,0,10380
MAL,1978,0,10438
MAL,1979,0,11533
MAL,1980,0,11053
MAL,1981,0,11714
MAL,1982,0,10579
MAL,1983,0,14971
MAL,1984,0,15464
MAL,1985,0,17004
MAL,1986,0,19103
MAL,1987,0,20337
MAL,1988,0,20170
MAL,1989,0,22797
MAL,1990,1100,24053
MAL,1991,1130,30185
MAL,1992,1559,33468
MAL,1993,1807,40473
MAL,1994,2046,45816
MAL,1995,2450,63149
MAL,1996,3216,62570
MAL,1997,2962,64126
MAL,1998,1903,65818
MAL,1999,2770,64009
MAL,2000,3650,80014
MAL,2001,4100,85028
MAL,2002,4722,85806
MAL,2003,3960,101911
MAL,2004,5698,104604
MAL,2005,5296,104805
MAL,2006,5834,106615
MAL,2007,6895,111438
MAL,2008,6423,121340
MAL,2009,5354,116304
MAL,2010,5694,117333
MAL,2011,5941,121786
MAL,2012,5612,130402
MAL,2013,4693,134121
MAL,2014,4316,137351
MAL,2015,3784,137145
MAL,2016,2764,141999
SIN,1965,0,11964
SIN,1966,0,12588
SIN,1967,0,13245
SIN,1968,0,13098
SIN,1969,0,13858
SIN,1970,0,20287
SIN,1971,0,26047
SIN,1972,0,37539
SIN,1973,0,35141
SIN,1974,0,35335
SIN,1975,0,29732
SIN,1976,0,36284
SIN,1977,0,39924
SIN,1978,0,43730
SIN,1979,0,50614
SIN,1980,0,44991
SIN,1981,0,52756
SIN,1982,0,51967
SIN,1983,0,55335
SIN,1984,0,53205
SIN,1985,0,50344
SIN,1986,0,51171
SIN,1987,0,52432
SIN,1988,0,50299
SIN,1989,0,58520
SIN,1990,489,66639
SIN,1991,510,69390
SIN,1992,482,72524
SIN,1993,520,79396
SIN,1994,530,84475
SIN,1995,521,78132
SIN,1996,531,83731
SIN,1997,383,84147
SIN,1998,499,80128
SIN,1999,590,69036
SIN,2000,603,65529
SIN,2001,456,65210
SIN,2002,460,66946
SIN,2003,561,68321
SIN,2004,610,78822
SIN,2005,572,93745
SIN,2006,607,91385
SIN,2007,640,90132
SIN,2008,764,89422
SIN,2009,664,105643
SIN,2010,728,87739
SIN,2011,752,88649
SIN,2012,688,89663
SIN,2013,434,86777
SIN,2014,540,87960
SIN,2015,501,89592
SIN,2016,520,93818
BRU,1984,0,1183
BRU,1985,0,1553
BRU,1986,0,1405
BRU,1987,0,2130
BRU,1988,0,3709
BRU,1989,0,4157
BRU,1990,0,4167
BRU,1991,0,2840
BRU,1992,0,3050
BRU,1993,0,3206
BRU,1994,0,3036
BRU,1995,0,3037
BRU,1996,0,3078
BRU,1997,0,3211
BRU,1998,0,3477
BRU,1999,0,2581
BRU,2000,0,3227
BRU,2001,0,3194
BRU,2002,0,3098
BRU,2003,0,3241
BRU,2004,0,3413
BRU,2005,0,3433
BRU,2006,0,3437
BRU,2007,0,5683
BRU,2008,0,6116
BRU,2009,0,5296
BRU,2010,0,5581
BRU,2011,0,6433
BRU,2012,0,6129
BRU,2013,0,5108
BRU,2014,0,5791
BRU,2015,0,4523
BRU,2016,0,4708
PHI,1946,0,65
PHI,1947,0,105
PHI,1948,0,137
PHI,1949,0,183
PHI,1950,0,110
PHI,1951,0,102
PHI,1952,0,88
PHI,1953,0,105
PHI,1954,0,401
PHI,1955,0,1040
PHI,1956,0,1214
PHI,1957,0,1384
PHI,1958,0,1723
PHI,1959,0,1766
PHI,1960,0,2121
PHI,1961,0,3366
PHI,1962,0,4446
PHI,1963,0,5272
PHI,1964,0,6100
PHI,1965,0,6539
PHI,1966,0,7321
PHI,1967,0,9071
PHI,1968,0,13689
PHI,1969,0,13925
PHI,1970,0,21915
PHI,1971,0,22818
PHI,1972,0,22608
PHI,1973,0,23803
PHI,1974,0,22951
PHI,1975,0,24418
PHI,1976,0,26072
PHI,1977,0,25595
PHI,1978,400,25900
PHI,1979,400,26449
PHI,1980,430,26177
PHI,1981,400,26034
PHI,1982,370,26444
PHI,1983,200,25648
PHI,1984,252,25198
PHI,1985,260,23452
PHI,1986,260,24415
PHI,1987,250,26983
PHI,1988,300,29915
PHI,1989,300,30247
PHI,1990,300,28621
PHI,1991,250,27579
PHI,1992,250,29644
PHI,1993,250,28927
PHI,1994,473,29835
PHI,1995,923,35643
PHI,1996,920,37103
PHI,1997,980,39305
PHI,1998,880,36925
PHI,1999,530,37215
PHI,2000,426,38029
PHI,2001,500,37162
PHI,2002,550,36474
PHI,2003,500,36340
PHI,2004,400,33696
PHI,2005,470,35953
PHI,2006,558,33969
PHI,2007,718,36108
PHI,2008,711,35152
PHI,2009,824,34080
PHI,2010,1050,37459
PHI,2011,1200,39147
PHI,2012,1260,39024
PHI,2013,1308,38832
PHI,2014,1196,40792
PHI,2015,968,45135
PHI,2016,1075,46839
INS,1949,0,12749
INS,1950,0,12985
INS,1951,0,13471
INS,1952,0,16396
INS,1953,0,17549
INS,1954,0,18177
INS,1955,0,19366
INS,1956,0,19343
INS,1957,0,20599
INS,1958,0,19224
INS,1959,0,20451
INS,1960,0,19514
INS,1961,0,20800
INS,1962,0,20834
INS,1963,0,19798
INS,1964,0,17105
INS,1965,0,19971
INS,1966,0,19259
INS,1967,0,18752
INS,1968,0,19992
INS,1969,0,19401
INS,1970,0,47726
INS,1971,0,50060
INS,1972,0,52674
INS,1973,0,58222
INS,1974,130,60257
INS,1975,130,59275
INS,1976,139,60412
INS,1977,145,70425
INS,1978,150,73245
INS,1979,305,79275
INS,1980,360,84845
INS,1981,500,87093
INS,1982,500,87778
INS,1983,800,87986
INS,1984,1000,100929
INS,1985,1200,107631
INS,1986,1500,111526
INS,1987,1453,115161
INS,1988,2050,115884
INS,1989,2383,118307
INS,1990,2892,130517
INS,1991,3250,139628
INS,1992,3171,147480
INS,1993,3200,152967
INS,1994,3220,154526
INS,1995,4130,156405
INS,1996,4109,171885
INS,1997,3816,174125
INS,1998,2699,136542
INS,1999,2891,159883
INS,2000,2848,153978
INS,2001,2781,198265
INS,2002,2462,200701
INS,2003,2042,205792
INS,2004,3682,213378
INS,2005,3675,207738
INS,2006,3759,217693
INS,2007,4160,224622
INS,2008,3915,245959
INS,2009,3501,254191
INS,2010,3664,239983
INS,2011,3621,286552
INS,2012,2254,287008
INS,2013,2644,238816
INS,2014,4428,225272
INS,2015,4854,299296
INS,2016,4746,319750
ETM,2002,0,60
ETM,2003,0,58
ETM,2004,0,56
ETM,2005,0,55
ETM,2006,0,53
ETM,2007,0,54
ETM,2008,0,54
ETM,2009,0,55
ETM,2010,0,54
ETM,2011,0,53
ETM,2012,0,50
ETM,2013,0,69
ETM,2014,0,74
ETM,2015,0,73
ETM,2016,0,80
AUL,1920,263,13315
AUL,1921,286,13387
AUL,1922,72,12757
AUL,1923,278,13174
AUL,1924,365,14580
AUL,1925,405,14812
AUL,1926,380,14625
AUL,1927,417,15579
AUL,1928,412,14090
AUL,1929,440,12934
AUL,1930,320,12384
AUL,1931,232,10833
AUL,1932,225,11231
AUL,1933,399,11864
AUL,1934,526,12757
AUL,1935,708,13890
AUL,1936,833,14959
AUL,1937,1106,15965
AUL,1938,1199,16106
AUL,1939,1202,18040
AUL,1940,1326,16750
AUL,1941,1700,18668
AUL,1942,1793,20816
AUL,1943,1720,19819
AUL,1944,1613,19995
AUL,1945,1413,19003
AUL,1946,1104,20510
AUL,1947,1360,21559
AUL,1948,1401,22003
AUL,1949,1227,22236
AUL,1950,1275,17156
AUL,1951,1497,18089
AUL,1952,1577,18218
AUL,1953,1859,19192
AUL,1954,2179,21449
AUL,1955,2276,25682
AUL,1956,2390,29577
AUL,1957,2849,31204
AUL,1958,3122,32935
AUL,1959,3293,34984
AUL,1960,3620,37674
AUL,1961,3856,39221
AUL,1962,4190,40916
AUL,1963,4334,43679
AUL,1964,4841,46353
AUL,1965,5213,48968
AUL,1966,5650,51313
AUL,1967,6212,56132
AUL,1968,6388,72948
AUL,1969,6531,74224
AUL,1970,6874,79507
AUL,1971,6800,82331
AUL,1972,6628,84893
AUL,1973,7209,92165
AUL,1974,7504,94950
AUL,1975,7856,96598
AUL,1976,7937,98514
AUL,1977,7473,106126
AUL,1978,7532,110304
AUL,1979,7541,111511
AUL,1980,7895,117551
AUL,1981,7954,118410
AUL,1982,7260,123337
AUL,1983,5392,120561
AUL,1984,4639,128166
AUL,1985,6301,132465
AUL,1986,6826,132182
AUL,1987,6188,138701
AUL,1988,6093,144479
AUL,1989,6651,151548
AUL,1990,6676,144770
AUL,1991,6140,143177
AUL,1992,6802,146785
AUL,1993,7853,150814
AUL,1994,8424,153750
AUL,1995,8460,156530
AUL,1996,8415,165791
AUL,1997,8831,172225
AUL,1998,8941,180036
AUL,1999,8172,183964
AUL,2000,7129,186252
AUL,2001,7033,182803
AUL,2002,7527,187161
AUL,2003,7544,182459
AUL,2004,7414,181832
AUL,2005,7757,181092
AUL,2006,7881,186176
AUL,2007,7939,194392
AUL,2008,7625,196271
AUL,2009,5249,194425
AUL,2010,7296,200595
AUL,2011,6404,202667
AUL,2012,4893,196863
AUL,2013,4688,192461
AUL,2014,4607,188534
AUL,2015,4925,186603
AUL,2016,5259,185757
PNG,1975,0,1602
PNG,1976,0,1653
PNG,1977,0,1685
PNG,1978,0,1742
PNG,1979,0,1786
PNG,1980,0,1834
PNG,1981,0,1880
PNG,1982,0,1895
PNG,1983,0,1929
PNG,1984,0,1936
PNG,1985,0,1941
PNG,1986,0,1940
PNG,1987,0,1967
PNG,1988,0,1984
PNG,1989,0,1970
PNG,1990,0,2024
PNG,1991,0,2104
PNG,1992,0,2105
PNG,1993,0,2108
PNG,1994,0,2028
PNG,1995,0,2081
PNG,1996,0,2192
PNG,1997,0,2152
PNG,1998,0,2246
PNG,1999,0,2210
PNG,2000,0,2223
PNG,2001,0,2300
PNG,2002,0,2331
PNG,2003,0,2348
PNG,2004,0,2991
PNG,2005,0,3868
PNG,2006,0,3908
PNG,2007,0,4162
PNG,2008,0,3576
PNG,2009,0,3653
PNG,2010,0,3634
PNG,2011,0,3784
PNG,2012,0,3910
PNG,2013,0,4249
PNG,2014,0,3999
PNG,2015,0,4418
PNG,2016,0,5419
NEW,1920,0,1406
NEW,1921,0,1373
NEW,1922,0,1436
NEW,1923,0,1476
NEW,1924,0,1609
NEW,1925,0,1604
NEW,1926,0,1798
NEW,1927,0,1921
NEW,1928,0,1996
NEW,1929,0,2070
NEW,1930,0,2087
NEW,1931,0,1690
NEW,1932,0,1509
NEW,1933,0,1459
NEW,1934,0,1582
NEW,1935,0,1620
NEW,1936,0,1664
NEW,1937,0,1805
NEW,1938,0,1800
NEW,1939,0,1921
NEW,1940,0,2085
NEW,1941,0,2177
NEW,1942,0,2209
NEW,1943,0,2262
NEW,1944,0,2248
NEW,1945,0,2221
NEW,1946,0,2217
NEW,1947,0,2193
NEW,1948,0,2244
NEW,1949,0,2279
NEW,1950,0,2227
NEW,1951,0,2007
NEW,1952,0,2263
NEW,1953,0,2081
NEW,1954,0,2150
NEW,1955,0,2128
NEW,1956,0,2186
NEW,1957,0,2181
NEW,1958,0,2260
NEW,1959,0,2334
NEW,1960,0,2503
NEW,1961,0,2442
NEW,1962,0,2135
NEW,1963,0,2287
NEW,1964,0,3899
NEW,1965,0,5622
NEW,1966,0,6020
NEW,1967,0,5700
NEW,1968,0,7523
NEW,1969,0,7924
NEW,1970,0,8032
NEW,1971,0,8559
NEW,1972,0,9360
NEW,1973,0,9677
NEW,1974,0,10729
NEW,1975,0,10441
NEW,1976,0,11680
NEW,1977,0,12124
NEW,1978,0,10467
NEW,1979,0,9928
NEW,1980,0,9951
NEW,1981,0,10014
NEW,1982,0,10704
NEW,1983,233,11122
NEW,1984,274,12390
NEW,1985,228,12280
NEW,1986,291,15005
NEW,1987,409,16126
NEW,1988,460,17279
NEW,1989,608,17686
NEW,1990,765,18285
NEW,1991,700,18616
NEW,1992,759,18901
NEW,1993,850,19880
NEW,1994,768,19704
NEW,1995,842,19263
NEW,1996,808,19958
NEW,1997,758,21284
NEW,1998,756,20808
NEW,1999,775,21994
NEW,2000,702,22849
NEW,2001,826,22992
NEW,2002,765,23017
NEW,2003,853,21476
NEW,2004,885,21421
NEW,2005,889,20923
NEW,2006,810,21073
NEW,2007,845,20952
NEW,2008,799,21131
NEW,2009,765,20558
NEW,2010,853,21525
NEW,2011,844,21475
NEW,2012,912,22644
NEW,2013,900,22149
NEW,2014,859,22567
NEW,2015,793,22660
NEW,2016,577,22848
VAN,1981,0,10
VAN,1982,0,10
VAN,1983,0,10
VAN,1984,0,10
VAN,1985,0,11
VAN,1986,0,11
VAN,1987,0,10
VAN,1988,0,11
VAN,1989,0,11
VAN,1990,0,12
VAN,1991,0,14
VAN,1992,0,16
VAN,1993,0,18
VAN,1994,0,19
VAN,1995,0,21
VAN,1996,0,23
VAN,1997,0,26
VAN,1998,0,29
VAN,1999,0,34
VAN,2000,0,34
VAN,2001,0,34
VAN,2002,0,34
VAN,2003,0,34
VAN,2004,0,34
VAN,2005,0,34
VAN,2006,0,34
VAN,2007,0,35
VAN,2008,0,37
VAN,2009,0,37
VAN,2010,0,37
VAN,2011,0,37
VAN,2012,0,37
VAN,2013,0,37
VAN,2014,0,36
VAN,2015,0,36
VAN,2016,0,37
SOL,1978,0,32
SOL,1979,0,33
SOL,1980,0,34
SOL,1981,0,36
SOL,1982,0,37
SOL,1983,0,38
SOL,1984,0,40
SOL,1985,0,42
SOL,1986,0,43
SOL,1987,0,44
SOL,1988,0,46
SOL,1989,0,47
SOL,1990,0,50
SOL,1991,0,50
SOL,1992,0,50
SOL,1993,0,50
SOL,1994,0,51
SOL,1995,0,51
SOL,1996,0,51
SOL,1997,0,51
SOL,1998,0,51
SOL,1999,0,52
SOL,2000,0,51
SOL,2001,0,51
SOL,2002,0,51
SOL,2003,0,51
SOL,2004,0,51
SOL,2005,0,52
SOL,2006,0,52
SOL,2007,0,49
SOL,2008,0,50
SOL,2009,0,50
SOL,2010,0,51
SOL,2011,0,51
SOL,2012,0,51
SOL,2013,0,52
SOL,2014,0,53
SOL,2015,0,54
SOL,2016,0,55
KIR,1999,0,2
KIR,2000,0,3
KIR,2001,0,2
KIR,2002,0,3
KIR,2003,0,3
KIR,2004,0,3
KIR,2005,0,4
KIR,2006,0,4
KIR,2007,0,4
KIR,2008,0,4
KIR,2009,0,4
KIR,2010,0,4
KIR,2011,0,4
KIR,2012,0,4
