stateabb,year,irst,pec
PER,1936,0,470
PER,1937,0,453
PER,1938,0,640
PER,1939,0,615
PER,1940,0,771
PER,1941,0,621
PER,1942,0,663
PER,1943,0,782
PER,1944,0,1052
PER,1945,0,1083
PER,1946,0,1083
PER,1947,0,1342
PER,1948,0,1423
PER,1949,0,1469
PER,1950,0,2940
PER,1951,0,3144
PER,1952,0,3300
PER,1953,0,3187
PER,1954,0,3453
PER,1955,0,3391
PER,1956,0,3533
PER,1957,7,3595
PER,1958,20,3694
PER,1959,51,3480
PER,1960,60,3688
PER,1961,76,3773
PER,1962,71,4177
PER,1963,76,4186
PER,1964,82,5050
PER,1965,94,4832
PER,1966,80,5000
PER,1967,80,5474
PER,1968,106,7367
PER,1969,194,7624
PER,1970,94,9240
PER,1971,179,10089
PER,1972,181,10374
PER,1973,356,11018
PER,1974,450,11720
PER,1975,432,12362
PER,1976,349,12683
PER,1977,379,13554
PER,1978,374,13271
PER,1979,436,14235
PER,1980,447,15168
PER,1981,364,15537
PER,1982,273,16152
PER,1983,299,15238
PER,1984,337,17153
PER,1985,414,16826
PER,1986,486,17414
PER,1987,503,18496
PER,1988,496,18028
PER,1989,364,16772
PER,1990,284,16208
PER,1991,404,16519
PER,1992,343,16042
PER,1993,417,17048
PER,1994,509,16471
PER,1995,512,15949
PER,1996,578,15639
PER,1997,607,16576
PER,1998,631,18621
PER,1999,559,17595
PER,2000,751,17721
PER,2001,690,17878
PER,2002,611,18166
PER,2003,669,18195
PER,2004,726,19749
PER,2005,790,23196
PER,2006,896,23216
PER,2007,881,27226
PER,2008,1001,26362
PER,2009,718,30060
PER,2010,880,33761
PER,2011,926,33166
PER,2012,981,33830
PER,2013,1069,34570
PER,2014,1078,38228
PER,2015,1082,37119
PER,2016,1168,39223
BRA,1822,-9,-9
BRA,1823,-9,-9
BRA,1824,-9,-9
BRA,1825,-9,-9
BRA,1826,0,0
BRA,1827,0,0
BRA,1828,0,0
BRA,1829,0,0
BRA,1830,0,0
BRA,1831,0,0
BRA,1832,0,0
BRA,1833,0,0
BRA,1834,0,0
BRA,1835,0,0
BRA,1836,0,2
BRA,1837,0,3
BRA,1838,0,2
BRA,1839,0,9
BRA,1840,0,8
BRA,1841,0,15
BRA,1842,0,21
BRA,1843,0,22
BRA,1844,0,23
BRA,1845,0,31
BRA,1846,0,31
BRA,1847,0,29
BRA,1848,0,34
BRA,1849,0,37
BRA,1850,0,51
BRA,1851,0,53
BRA,1852,0,56
BRA,1853,0,66
BRA,1854,0,62
BRA,1855,0,59
BRA,1856,0,74
BRA,1857,0,82
BRA,1858,0,85
BRA,1859,0,117
BRA,1860,0,142
BRA,1861,0,145
BRA,1862,0,172
BRA,1863,0,181
BRA,1864,0,176
BRA,1865,0,181
BRA,1866,0,171
BRA,1867,0,186
BRA,1868,0,188
BRA,1869,0,185
BRA,1870,0,224
BRA,1871,0,223
BRA,1872,0,249
BRA,1873,0,245
BRA,1874,0,237
BRA,1875,0,258
BRA,1876,0,269
BRA,1877,0,275
BRA,1878,0,272
BRA,1879,0,275
BRA,1880,0,311
BRA,1881,0,400
BRA,1882,0,418
BRA,1883,0,406
BRA,1884,0,415
BRA,1885,0,396
BRA,1886,0,422
BRA,1887,0,417
BRA,1888,0,435
BRA,1889,0,462
BRA,1890,0,498
BRA,1891,0,537
BRA,1892,0,550
BRA,1893,0,546
BRA,1894,0,589
BRA,1895,0,568
BRA,1896,0,631
BRA,1897,0,638
BRA,1898,0,633
BRA,1899,0,715
BRA,1900,0,751
BRA,1901,0,793
BRA,1902,0,1044
BRA,1903,0,1016
BRA,1904,0,1088
BRA,1905,0,1168
BRA,1906,0,1321
BRA,1907,0,1426
BRA,1908,0,1482
BRA,1909,0,1484
BRA,1910,0,1749
BRA,1911,0,1888
BRA,1912,0,2307
BRA,1913,0,2527
BRA,1914,0,1788
BRA,1915,0,1501
BRA,1916,0,1454
BRA,1917,0,1177
BRA,1918,0,905
BRA,1919,0,1622
BRA,1920,0,1923
BRA,1921,0,1694
BRA,1922,0,2015
BRA,1923,0,2283
BRA,1924,0,2584
BRA,1925,8,2880
BRA,1926,10,2870
BRA,1927,8,3396
BRA,1928,21,3427
BRA,1929,27,3675
BRA,1930,21,3330
BRA,1931,23,2730
BRA,1932,34,2615
BRA,1933,54,3083
BRA,1934,62,3110
BRA,1935,64,3478
BRA,1936,74,3485
BRA,1937,76,3979
BRA,1938,98,4096
BRA,1939,114,4214
BRA,1940,141,4425
BRA,1941,155,4156
BRA,1942,160,3644
BRA,1943,186,3934
BRA,1944,221,3696
BRA,1945,206,4400
BRA,1946,343,5559
BRA,1947,387,7463
BRA,1948,483,8327
BRA,1949,615,9037
BRA,1950,789,2528
BRA,1951,843,2476
BRA,1952,893,2373
BRA,1953,1016,2367
BRA,1954,1148,2618
BRA,1955,1162,7693
BRA,1956,1375,9778
BRA,1957,1299,10897
BRA,1958,1362,11875
BRA,1959,1608,12641
BRA,1960,2260,15452
BRA,1961,2443,18292
BRA,1962,2396,22917
BRA,1963,2737,23737
BRA,1964,2938,24633
BRA,1965,2983,24578
BRA,1966,3782,28382
BRA,1967,3734,29546
BRA,1968,4453,41660
BRA,1969,4925,46453
BRA,1970,5390,91128
BRA,1971,6011,95449
BRA,1972,6518,105832
BRA,1973,7149,117494
BRA,1974,7507,122840
BRA,1975,8308,129793
BRA,1976,9169,140142
BRA,1977,11164,145293
BRA,1978,12107,156102
BRA,1979,13891,163574
BRA,1980,15337,167262
BRA,1981,13226,165554
BRA,1982,12995,157268
BRA,1983,14671,161930
BRA,1984,18386,176899
BRA,1985,20456,183637
BRA,1986,21233,191019
BRA,1987,22227,197264
BRA,1988,24657,196790
BRA,1989,25005,198671
BRA,1990,20567,187805
BRA,1991,22617,190797
BRA,1992,23898,194540
BRA,1993,25155,186013
BRA,1994,25747,193032
BRA,1995,25076,196455
BRA,1996,25237,207784
BRA,1997,26153,220082
BRA,1998,25760,218462
BRA,1999,24996,228290
BRA,2000,27865,233968
BRA,2001,26717,239722
BRA,2002,29604,244504
BRA,2003,31147,253190
BRA,2004,32909,273540
BRA,2005,31610,281458
BRA,2006,30901,289254
BRA,2007,33782,300988
BRA,2008,33716,314869
BRA,2009,26506,300924
BRA,2010,32948,325675
BRA,2011,35220,327857
BRA,2012,34524,345842
BRA,2013,34163,369016
BRA,2014,33897,384624
BRA,2015,33256,375403
BRA,2016,31275,354063
BOL,1848,0,0
BOL,1849,0,0
BOL,1850,0,0
BOL,1851,0,0
BOL,1852,0,0
BOL,1853,0,0
BOL,1854,0,0
BOL,1855,0,0
BOL,1856,0,0
BOL,1857,0,0
BOL,1858,0,0
BOL,1859,0,0
BOL,1860,0,0
BOL,1861,0,0
BOL,1862,0,0
BOL,1863,0,0
BOL,1864,0,0
BOL,1865,0,0
BOL,1866,0,0
BOL,1867,0,0
BOL,1868,0,0
BOL,1869,0,0
BOL,1870,0,0
BOL,1871,0,0
BOL,1872,0,0
BOL,1873,0,0
BOL,1874,0,0
BOL,1875,0,0
BOL,1876,0,0
BOL,1877,0,0
BOL,1878,0,0
BOL,1879,0,0
BOL,1880,0,0
BOL,1881,0,0
BOL,1882,0,0
BOL,1883,0,0
BOL,1884,0,0
BOL,1885,0,0
BOL,1886,0,0
BOL,1887,0,0
BOL,1888,0,0
BOL,1889,0,0
BOL,1890,0,0
BOL,1891,0,0
BOL,1892,0,0
BOL,1893,0,0
BOL,1894,0,0
BOL,1895,0,0
BOL,1896,0,0
BOL,1897,0,0
BOL,1898,0,0
BOL,1899,0,0
BOL,1900,0,0
BOL,1901,0,0
BOL,1902,0,0
BOL,1903,0,0
BOL,1904,0,0
BOL,1905,0,0
BOL,1906,0,0
BOL,1907,0,0
BOL,1908,0,0
BOL,1909,0,0
BOL,1910,0,0
BOL,1911,0,0
BOL,1912,0,0
BOL,1913,0,0
BOL,1914,0,0
BOL,1915,0,0
BOL,1916,0,0
BOL,1917,0,0
BOL,1918,0,0
BOL,1919,0,0
BOL,1920,0,0
BOL,1921,0,0
BOL,1922,0,0
BOL,1923,0,0
BOL,1924,0,0
BOL,1925,0,0
BOL,1926,0,0
BOL,1927,0,0
BOL,1928,0,1
BOL,1929,0,4
BOL,1930,0,6
BOL,1931,0,3
BOL,1932,0,7
BOL,1933,0,20
BOL,1934,0,29
BOL,1935,0,30
BOL,1936,0,19
BOL,1937,0,29
BOL,1938,0,34
BOL,1939,0,49
BOL,1940,0,65
BOL,1941,0,56
BOL,1942,0,69
BOL,1943,0,76
BOL,1944,0,73
BOL,1945,0,88
BOL,1946,0,84
BOL,1947,0,88
BOL,1948,0,107
BOL,1949,0,147
BOL,1950,0,115
BOL,1951,0,92
BOL,1952,0,95
BOL,1953,0,91
BOL,1954,0,298
BOL,1955,0,407
BOL,1956,0,542
BOL,1957,0,486
BOL,1958,0,448
BOL,1959,0,421
BOL,1960,0,429
BOL,1961,0,483
BOL,1962,0,509
BOL,1963,0,567
BOL,1964,0,744
BOL,1965,0,735
BOL,1966,0,912
BOL,1967,0,1608
BOL,1968,0,1070
BOL,1969,0,1152
BOL,1970,0,1342
BOL,1971,0,1393
BOL,1972,0,1504
BOL,1973,0,1618
BOL,1974,0,1825
BOL,1975,0,2127
BOL,1976,0,2399
BOL,1977,0,2706
BOL,1978,0,2807
BOL,1979,0,3127
BOL,1980,0,3012
BOL,1981,0,2946
BOL,1982,0,3000
BOL,1983,0,2807
BOL,1984,0,2678
BOL,1985,0,2657
BOL,1986,0,2544
BOL,1987,0,2735
BOL,1988,0,2771
BOL,1989,0,3033
BOL,1990,0,3933
BOL,1991,0,4069
BOL,1992,0,4273
BOL,1993,0,4415
BOL,1994,0,4991
BOL,1995,0,5602
BOL,1996,0,6088
BOL,1997,0,6468
BOL,1998,0,6565
BOL,1999,0,6552
BOL,2000,0,7544
BOL,2001,0,6057
BOL,2002,0,7392
BOL,2003,0,7461
BOL,2004,0,7630
BOL,2005,0,8379
BOL,2006,0,10426
BOL,2007,0,8310
BOL,2008,0,8867
BOL,2009,0,8703
BOL,2010,0,9403
BOL,2011,0,9887
BOL,2012,0,11003
BOL,2013,0,11383
BOL,2014,0,12109
BOL,2015,0,12749
BOL,2016,0,13365
PAR,1846,0,0
PAR,1847,0,0
PAR,1848,0,0
PAR,1849,0,0
PAR,1850,0,0
PAR,1851,0,0
PAR,1852,0,0
PAR,1853,0,0
PAR,1854,0,0
PAR,1855,0,0
PAR,1856,0,0
PAR,1857,0,0
PAR,1858,0,0
PAR,1859,0,0
PAR,1860,0,0
PAR,1861,0,0
PAR,1862,0,0
PAR,1863,0,0
PAR,1864,0,0
PAR,1865,0,0
PAR,1866,0,0
PAR,1867,0,0
PAR,1868,0,0
PAR,1869,0,0
PAR,1870,0,0
PAR,1876,0,0
PAR,1877,0,0
PAR,1878,0,0
PAR,1879,0,0
PAR,1880,0,0
PAR,1881,0,0
PAR,1882,0,0
PAR,1883,0,0
PAR,1884,0,0
PAR,1885,0,0
PAR,1886,0,0
PAR,1887,0,0
PAR,1888,0,0
PAR,1889,0,0
PAR,1890,0,0
PAR,1891,0,0
PAR,1892,0,0
PAR,1893,0,0
PAR,1894,0,0
PAR,1895,0,0
PAR,1896,0,0
PAR,1897,0,0
PAR,1898,0,0
PAR,1899,0,0
PAR,1900,0,0
PAR,1901,0,0
PAR,1902,0,0
PAR,1903,0,0
PAR,1904,0,0
PAR,1905,0,0
PAR,1906,0,0
PAR,1907,0,0
PAR,1908,0,0
PAR,1909,0,0
PAR,1910,0,0
PAR,1911,0,0
PAR,1912,0,0
PAR,1913,0,0
PAR,1914,0,0
PAR,1915,0,0
PAR,1916,0,0
PAR,1917,0,0
PAR,1918,0,0
PAR,1919,0,0
PAR,1920,0,0
PAR,1921,0,0
PAR,1922,0,0
PAR,1923,0,0
PAR,1924,0,0
PAR,1925,0,0
PAR,1926,0,0
PAR,1927,0,0
PAR,1928,0,0
PAR,1929,0,0
PAR,1930,0,0
PAR,1931,0,0
PAR,1932,0,0
PAR,1933,0,0
PAR,1934,0,0
PAR,1935,0,0
PAR,1936,0,0
PAR,1937,0,0
PAR,1938,0,0
PAR,1939,0,0
PAR,1940,0,0
PAR,1941,0,0
PAR,1942,0,0
PAR,1943,0,0
PAR,1944,0,0
PAR,1945,0,2
PAR,1946,0,3
PAR,1947,0,3
PAR,1948,0,4
PAR,1949,0,5
PAR,1950,0,5
PAR,1951,0,6
PAR,1952,0,6
PAR,1953,0,7
PAR,1954,0,7
PAR,1955,0,8
PAR,1956,0,8
PAR,1957,0,9
PAR,1958,0,10
PAR,1959,0,11
PAR,1960,0,12
PAR,1961,0,13
PAR,1962,0,13
PAR,1963,0,15
PAR,1964,0,16
PAR,1965,0,17
PAR,1966,0,19
PAR,1967,0,20
PAR,1968,0,281
PAR,1969,0,276
PAR,1970,0,1126
PAR,1971,0,1153
PAR,1972,0,1141
PAR,1973,0,1258
PAR,1974,0,1307
PAR,1975,0,1333
PAR,1976,0,1414
PAR,1977,0,1423
PAR,1978,0,1570
PAR,1979,0,1597
PAR,1980,0,1619
PAR,1981,0,1617
PAR,1982,0,1582
PAR,1983,0,1572
PAR,1984,0,1595
PAR,1985,0,1712
PAR,1986,0,1793
PAR,1987,0,1924
PAR,1988,0,2104
PAR,1989,0,2120
PAR,1990,48,2340
PAR,1991,61,2362
PAR,1992,86,2393
PAR,1993,77,2439
PAR,1994,87,2537
PAR,1995,95,2577
PAR,1996,96,2583
PAR,1997,66,2635
PAR,1998,56,4122
PAR,1999,56,3770
PAR,2000,77,3768
PAR,2001,71,3875
PAR,2002,80,3692
PAR,2003,91,3741
PAR,2004,107,3705
PAR,2005,101,3670
PAR,2006,115,3473
PAR,2007,95,3551
PAR,2008,83,5081
PAR,2009,54,4761
PAR,2010,59,4902
PAR,2011,30,4938
PAR,2012,44,4965
PAR,2013,45,4858
PAR,2014,47,5031
PAR,2015,48,5211
PAR,2016,35,4739
CHL,1839,0,3
CHL,1840,0,3
CHL,1841,0,5
CHL,1842,0,7
CHL,1843,0,8
CHL,1844,0,8
CHL,1845,0,11
CHL,1846,0,11
CHL,1847,0,10
CHL,1848,0,12
CHL,1849,0,13
CHL,1850,0,18
CHL,1851,0,19
CHL,1852,0,20
CHL,1853,0,23
CHL,1854,0,22
CHL,1855,0,21
CHL,1856,0,26
CHL,1857,0,29
CHL,1858,0,30
CHL,1859,0,41
CHL,1860,0,50
CHL,1861,0,51
CHL,1862,0,60
CHL,1863,0,64
CHL,1864,0,62
CHL,1865,0,64
CHL,1866,0,60
CHL,1867,0,65
CHL,1868,0,66
CHL,1869,0,65
CHL,1870,0,79
CHL,1871,0,79
CHL,1872,0,88
CHL,1873,0,86
CHL,1874,0,84
CHL,1875,0,91
CHL,1876,0,95
CHL,1877,0,97
CHL,1878,0,96
CHL,1879,0,97
CHL,1880,0,110
CHL,1881,0,141
CHL,1882,0,147
CHL,1883,0,143
CHL,1884,0,146
CHL,1885,0,140
CHL,1886,0,149
CHL,1887,0,147
CHL,1888,0,153
CHL,1889,0,163
CHL,1890,0,175
CHL,1891,0,189
CHL,1892,0,194
CHL,1893,0,192
CHL,1894,0,208
CHL,1895,0,200
CHL,1896,0,205
CHL,1897,0,244
CHL,1898,0,283
CHL,1899,0,242
CHL,1900,0,325
CHL,1901,0,600
CHL,1902,0,750
CHL,1903,0,827
CHL,1904,0,752
CHL,1905,0,794
CHL,1906,0,932
CHL,1907,0,833
CHL,1908,0,940
CHL,1909,0,899
CHL,1910,0,1074
CHL,1911,0,1188
CHL,1912,0,1334
CHL,1913,0,1283
CHL,1914,0,1807
CHL,1915,0,1172
CHL,1916,0,1418
CHL,1917,0,1539
CHL,1918,0,1516
CHL,1919,0,1485
CHL,1920,0,1063
CHL,1921,0,1275
CHL,1922,0,1053
CHL,1923,0,1178
CHL,1924,0,1559
CHL,1925,0,1479
CHL,1926,0,1520
CHL,1927,0,1513
CHL,1928,0,1408
CHL,1929,0,1543
CHL,1930,0,1480
CHL,1931,0,1138
CHL,1932,0,1116
CHL,1933,0,1577
CHL,1934,0,1853
CHL,1935,0,1948
CHL,1936,0,1927
CHL,1937,0,2047
CHL,1938,0,2106
CHL,1939,0,1913
CHL,1940,0,2008
CHL,1941,0,2136
CHL,1942,0,2230
CHL,1943,0,2351
CHL,1944,0,2369
CHL,1945,0,2189
CHL,1946,21,2087
CHL,1947,31,2200
CHL,1948,30,2244
CHL,1949,32,2501
CHL,1950,56,2111
CHL,1951,178,2394
CHL,1952,243,2392
CHL,1953,313,2580
CHL,1954,321,2760
CHL,1955,290,3719
CHL,1956,381,4273
CHL,1957,388,4526
CHL,1958,348,5272
CHL,1959,415,5976
CHL,1960,422,6857
CHL,1961,363,7589
CHL,1962,495,10011
CHL,1963,489,12306
CHL,1964,544,14100
CHL,1965,441,13964
CHL,1966,540,15390
CHL,1967,596,16476
CHL,1968,526,8344
CHL,1969,601,9067
CHL,1970,547,9939
CHL,1971,610,13973
CHL,1972,581,14192
CHL,1973,508,13759
CHL,1974,596,14093
CHL,1975,458,12206
CHL,1976,448,12488
CHL,1977,509,12783
CHL,1978,574,12846
CHL,1979,657,14075
CHL,1980,704,14165
CHL,1981,644,14152
CHL,1982,492,11864
CHL,1983,618,12960
CHL,1984,692,13794
CHL,1985,689,13822
CHL,1986,706,14534
CHL,1987,726,15034
CHL,1988,899,17179
CHL,1989,800,20203
CHL,1990,772,21334
CHL,1991,805,21215
CHL,1992,1013,22187
CHL,1993,1063,22560
CHL,1994,1040,24331
CHL,1995,1014,25832
CHL,1996,1178,28512
CHL,1997,1167,31989
CHL,1998,1171,34904
CHL,1999,1291,37563
CHL,2000,1352,38754
CHL,2001,1247,39447
CHL,2002,1279,39494
CHL,2003,1377,41476
CHL,2004,1579,44900
CHL,2005,1537,44061
CHL,2006,1627,46263
CHL,2007,1679,42367
CHL,2008,1523,41540
CHL,2009,1308,41646
CHL,2010,1011,42715
CHL,2011,1615,47346
CHL,2012,1671,52553
CHL,2013,1323,55146
CHL,2014,1079,46790
CHL,2015,1112,48073
CHL,2016,1153,49467
ARG,1841,0,20
ARG,1842,0,21
ARG,1843,0,22
ARG,1844,0,30
ARG,1845,0,31
ARG,1846,0,29
ARG,1847,0,33
ARG,1848,0,36
ARG,1849,0,50
ARG,1850,0,52
ARG,1851,0,55
ARG,1852,0,65
ARG,1853,0,60
ARG,1854,0,58
ARG,1855,0,73
ARG,1856,0,81
ARG,1857,0,83
ARG,1858,0,114
ARG,1859,0,140
ARG,1860,0,143
ARG,1861,0,168
ARG,1862,0,177
ARG,1863,0,172
ARG,1864,0,177
ARG,1865,0,167
ARG,1866,0,182
ARG,1867,0,184
ARG,1868,0,182
ARG,1869,0,220
ARG,1870,0,219
ARG,1871,0,244
ARG,1872,0,240
ARG,1873,0,233
ARG,1874,0,253
ARG,1875,0,263
ARG,1876,0,270
ARG,1877,0,266
ARG,1878,0,269
ARG,1879,0,305
ARG,1880,0,392
ARG,1881,0,410
ARG,1882,0,399
ARG,1883,0,407
ARG,1884,0,389
ARG,1885,0,414
ARG,1886,0,409
ARG,1887,0,336
ARG,1888,0,661
ARG,1889,0,516
ARG,1890,0,354
ARG,1891,0,522
ARG,1892,0,586
ARG,1893,0,751
ARG,1894,0,854
ARG,1895,0,869
ARG,1896,0,784
ARG,1897,0,885
ARG,1898,0,1101
ARG,1899,0,780
ARG,1900,0,939
ARG,1901,0,1060
ARG,1902,0,1079
ARG,1903,0,1431
ARG,1904,0,1501
ARG,1905,0,2358
ARG,1906,0,2357
ARG,1907,0,2869
ARG,1908,0,2234
ARG,1909,0,3354
ARG,1910,0,3746
ARG,1911,0,3636
ARG,1912,0,3801
ARG,1913,0,3221
ARG,1914,0,2525
ARG,1915,0,1837
ARG,1916,0,813
ARG,1917,0,969
ARG,1918,0,1454
ARG,1919,0,2223
ARG,1920,0,2068
ARG,1921,0,2682
ARG,1922,0,3206
ARG,1923,0,4009
ARG,1924,0,4115
ARG,1925,0,4128
ARG,1926,0,5122
ARG,1927,0,5055
ARG,1928,0,5158
ARG,1929,0,5512
ARG,1930,0,5013
ARG,1931,0,5368
ARG,1932,0,5715
ARG,1933,0,6271
ARG,1934,0,6430
ARG,1935,0,6595
ARG,1936,0,7198
ARG,1937,0,7073
ARG,1938,0,7358
ARG,1939,18,6822
ARG,1940,24,6252
ARG,1941,45,6138
ARG,1942,53,6672
ARG,1943,73,6960
ARG,1944,150,6983
ARG,1945,141,7002
ARG,1946,133,6636
ARG,1947,125,7876
ARG,1948,122,7410
ARG,1949,125,7482
ARG,1950,130,10349
ARG,1951,132,12038
ARG,1952,126,12116
ARG,1953,174,12944
ARG,1954,186,13459
ARG,1955,218,13525
ARG,1956,202,14859
ARG,1957,221,17896
ARG,1958,244,17713
ARG,1959,214,19287
ARG,1960,277,20867
ARG,1961,442,22752
ARG,1962,644,25766
ARG,1963,913,25926
ARG,1964,1267,27539
ARG,1965,1371,30656
ARG,1966,1286,34349
ARG,1967,1348,34837
ARG,1968,1579,38003
ARG,1969,1720,39967
ARG,1970,1859,44220
ARG,1971,1743,47726
ARG,1972,1929,49429
ARG,1973,1995,50990
ARG,1974,2196,51966
ARG,1975,2043,51112
ARG,1976,2244,53816
ARG,1977,2671,55945
ARG,1978,2651,55743
ARG,1979,3090,58928
ARG,1980,2556,62565
ARG,1981,2389,62177
ARG,1982,2752,62916
ARG,1983,2828,63979
ARG,1984,2508,64447
ARG,1985,2775,64318
ARG,1986,3116,64101
ARG,1987,3463,68511
ARG,1988,3527,73209
ARG,1989,3909,75167
ARG,1990,3636,75716
ARG,1991,2991,79592
ARG,1992,2700,82269
ARG,1993,2886,77488
ARG,1994,3289,78574
ARG,1995,3581,84058
ARG,1996,4075,89578
ARG,1997,4169,95583
ARG,1998,4216,96422
ARG,1999,3799,104113
ARG,2000,4474,103265
ARG,2001,4107,102124
ARG,2002,4356,98823
ARG,2003,5044,106623
ARG,2004,5133,118660
ARG,2005,5380,118885
ARG,2006,5533,125708
ARG,2007,5387,127687
ARG,2008,5541,129371
ARG,2009,4013,124860
ARG,2010,5138,126346
ARG,2011,5611,127871
ARG,2012,4995,129627
ARG,2013,5186,127062
ARG,2014,5488,130755
ARG,2015,5028,133010
ARG,2016,4126,133501
URU,1882,0,0
URU,1883,0,0
URU,1884,0,0
URU,1885,0,0
URU,1886,0,0
URU,1887,0,0
URU,1888,0,0
URU,1889,0,0
URU,1890,0,0
URU,1891,0,0
URU,1892,0,0
URU,1893,0,0
URU,1894,0,0
URU,1895,0,0
URU,1896,0,0
URU,1897,0,0
URU,1898,0,0
URU,1899,0,0
URU,1900,0,0
URU,1901,0,0
URU,1902,0,0
URU,1903,0,0
URU,1904,0,0
URU,1905,0,0
URU,1906,0,0
URU,1907,0,0
URU,1908,0,0
URU,1909,0,0
URU,1910,0,12
URU,1911,0,23
URU,1912,0,16
URU,1913,0,8
URU,1914,0,8
URU,1915,0,13
URU,1916,0,20
URU,1917,0,15
URU,1918,0,21
URU,1919,0,20
URU,1920,0,21
URU,1921,0,23
URU,1922,0,10
URU,1923,0,15
URU,1924,0,13
URU,1925,0,26
URU,1926,0,31
URU,1927,0,30
URU,1928,0,30
URU,1929,0,25
URU,1930,0,20
URU,1931,0,16
URU,1932,0,16
URU,1933,0,18
URU,1934,0,19
URU,1935,0,25
URU,1936,0,24
URU,1937,0,29
URU,1938,0,38
URU,1939,0,40
URU,1940,0,42
URU,1941,0,38
URU,1942,0,37
URU,1943,0,37
URU,1944,0,39
URU,1945,0,40
URU,1946,0,43
URU,1947,0,53
URU,1948,0,65
URU,1949,0,71
URU,1950,0,76
URU,1951,0,84
URU,1952,0,93
URU,1953,0,104
URU,1954,0,114
URU,1955,0,126
URU,1956,0,131
URU,1957,0,142
URU,1958,0,152
URU,1959,0,145
URU,1960,10,153
URU,1961,9,163
URU,1962,9,192
URU,1963,7,198
URU,1964,14,224
URU,1965,13,215
URU,1966,10,236
URU,1967,14,239
URU,1968,8,2328
URU,1969,14,2711
URU,1970,16,3482
URU,1971,15,3505
URU,1972,13,3325
URU,1973,12,3425
URU,1974,14,3499
URU,1975,16,3631
URU,1976,14,3570
URU,1977,18,3603
URU,1978,7,3716
URU,1979,16,3665
URU,1980,18,3766
URU,1981,14,3604
URU,1982,28,3543
URU,1983,46,3035
URU,1984,41,3073
URU,1985,39,2903
URU,1986,31,2931
URU,1987,30,3297
URU,1988,29,3137
URU,1989,37,3033
URU,1990,34,3240
URU,1991,44,3410
URU,1992,53,3455
URU,1993,53,2188
URU,1994,36,1559
URU,1995,40,3413
URU,1996,34,3896
URU,1997,39,3600
URU,1998,52,4182
URU,1999,45,3891
URU,2000,38,4323
URU,2001,31,4160
URU,2002,34,3446
URU,2003,40,3944
URU,2004,58,4844
URU,2005,64,4889
URU,2006,57,4614
URU,2007,71,4352
URU,2008,86,5352
URU,2009,57,5042
URU,2010,65,4986
URU,2011,81,4281
URU,2012,78,5167
URU,2013,91,5429
URU,2014,94,5231
URU,2015,97,5205
URU,2016,61,5578
UKG,1816,270,22528
UKG,1817,260,22994
UKG,1818,280,23465
UKG,1819,280,24000
UKG,1820,320,24498
UKG,1821,390,25009
UKG,1822,360,25517
UKG,1823,450,26095
UKG,1824,550,26622
UKG,1825,580,27159
UKG,1826,520,27703
UKG,1827,690,28273
UKG,1828,700,28889
UKG,1829,690,29493
UKG,1830,680,29988
UKG,1831,600,30981
UKG,1832,630,31503
UKG,1833,730,32261
UKG,1834,790,33180
UKG,1835,930,34459
UKG,1836,970,35474
UKG,1837,1030,36676
UKG,1838,1120,37976
UKG,1839,1250,39345
UKG,1840,1400,40982
UKG,1841,1330,41939
UKG,1842,1080,42193
UKG,1843,1220,44151
UKG,1844,1560,45875
UKG,1845,2200,48618
UKG,1846,2210,50672
UKG,1847,2000,51972
UKG,1848,2090,53858
UKG,1849,2170,56525
UKG,1850,2250,59236
UKG,1851,2500,61848
UKG,1852,2700,64765
UKG,1853,2900,67382
UKG,1854,3119,70914
UKG,1855,3270,71561
UKG,1856,3644,73272
UKG,1857,3718,75317
UKG,1858,3511,73912
UKG,1859,3773,75908
UKG,1860,3888,80738
UKG,1861,3772,81520
UKG,1862,4006,82989
UKG,1863,4582,87608
UKG,1864,4845,90450
UKG,1865,4882,93014
UKG,1866,4597,95236
UKG,1867,4837,95812
UKG,1868,5050,97358
UKG,1869,5533,100633
UKG,1870,6059,103698
UKG,1871,6733,108646
UKG,1872,6850,112120
UKG,1873,6671,117821
UKG,1874,6087,115524
UKG,1875,6467,120906
UKG,1876,6661,120198
UKG,1877,6715,121069
UKG,1878,6483,119929
UKG,1879,6091,120249
UKG,1880,7873,131039
UKG,1881,8275,138269
UKG,1882,8725,139087
UKG,1883,8666,144374
UKG,1884,7937,140583
UKG,1885,7534,139339
UKG,1886,7122,137935
UKG,1887,7681,141800
UKG,1888,8127,147484
UKG,1889,8457,152628
UKG,1890,8031,156388
UKG,1891,7525,158759
UKG,1892,6817,156213
UKG,1893,7089,139713
UKG,1894,7546,159644
UKG,1895,7827,161765
UKG,1896,8799,165596
UKG,1897,8937,170127
UKG,1898,8748,170616
UKG,1899,9572,183524
UKG,1900,4980,185652
UKG,1901,4983,181916
UKG,1902,4988,188800
UKG,1903,5115,189999
UKG,1904,5108,190787
UKG,1905,5905,193559
UKG,1906,6566,200326
UKG,1907,6628,209252
UKG,1908,5381,204564
UKG,1909,5976,206119
UKG,1910,6476,208082
UKG,1911,6566,212663
UKG,1912,6905,202129
UKG,1913,7787,220455
UKG,1914,7971,213992
UKG,1915,8687,216482
UKG,1916,9136,224058
UKG,1917,9873,221636
UKG,1918,9692,206733
UKG,1919,8021,201771
UKG,1920,9212,213247
UKG,1921,3762,148471
UKG,1922,5975,196303
UKG,1923,8618,207379
