stateabb,year,cinc
LUX,1961,0.0020903233
LUX,1962,0.0019982085
LUX,1963,0.0018628458
LUX,1964,0.0018569583
LUX,1965,0.0017770249
LUX,1966,0.0016264047
LUX,1967,0.0016063947
LUX,1968,0.0015804595
LUX,1969,0.0016541563
LUX,1970,0.0015719866
LUX,1971,0.001545759
LUX,1972,0.0014956077
LUX,1973,0.001324754
LUX,1974,0.0015937478
LUX,1975,0.001256442
LUX,1976,0.0011873936
LUX,1977,0.0011331767
LUX,1978,0.0011815553
LUX,1979,0.0011729256
LUX,1980,0.0011295021
LUX,1981,0.00094213738
LUX,1982,0.00095150433
LUX,1983,0.00087034627
LUX,1984,0.00097798801
LUX,1985,0.00095440529
LUX,1986,0.00090689043
LUX,1987,0.00079937698
LUX,1988,0.00083412527
LUX,1989,0.00084612158
LUX,1990,0.00077428133
LUX,1991,0.00083079358
LUX,1992,0.00077722187
LUX,1993,0.00082247087
LUX,1994,0.00077407353
LUX,1995,0.00065128924
LUX,1996,0.00062755815
LUX,1997,0.00060847745
LUX,1998,0.00060424587
LUX,1999,0.00061970216
LUX,2000,0.00057456375
LUX,2001,0.00060748099
LUX,2002,0.00057964021
LUX,2003,0.00054055842
LUX,2004,0.00050539535
LUX,2005,0.00040441347
LUX,2006,0.00045926034
LUX,2007,0.00043706954
LUX,2008,0.00039358242
LUX,2009,0.00036230244
LUX,2010,0.00037219754
LUX,2011,0.00034896453
LUX,2012,0.00030645565
LUX,2013,0.00027819443
LUX,2014,0.0002857022
LUX,2015,0.00028218733
LUX,2016,0.00028637529
FRN,1816,0.11728597
FRN,1817,0.11448922
FRN,1818,0.11519466
FRN,1819,0.12446312
FRN,1820,0.12334281
FRN,1821,0.12044277
FRN,1822,0.13191886
FRN,1823,0.14634448
FRN,1824,0.13659611
FRN,1825,0.13539125
FRN,1826,0.13833293
FRN,1827,0.13470338
FRN,1828,0.14371914
FRN,1829,0.13611235
FRN,1830,0.14012429
FRN,1831,0.14994995
FRN,1832,0.14152753
FRN,1833,0.13856739
FRN,1834,0.13724898
FRN,1835,0.13641316
FRN,1836,0.13215245
FRN,1837,0.13733016
FRN,1838,0.13651399
FRN,1839,0.13286948
FRN,1840,0.15030976
FRN,1841,0.15787783
FRN,1842,0.15799318
FRN,1843,0.14974315
FRN,1844,0.14351484
FRN,1845,0.14144173
FRN,1846,0.13734689
FRN,1847,0.14644141
FRN,1848,0.1356841
FRN,1849,0.13217121
FRN,1850,0.12703255
FRN,1851,0.12775838
FRN,1852,0.12766138
FRN,1853,0.13097121
FRN,1854,0.1253639
FRN,1855,0.14639424
FRN,1856,0.14040212
FRN,1857,0.13946189
FRN,1858,0.13142549
FRN,1859,0.13871507
FRN,1860,0.12207968
FRN,1861,0.10858
FRN,1862,0.10611962
FRN,1863,0.10237439
FRN,1864,0.097338997
FRN,1865,0.11067817
FRN,1866,0.10932036
FRN,1867,0.1166648
FRN,1868,0.11405138
FRN,1869,0.11330133
FRN,1870,0.12739821
FRN,1871,0.13732347
FRN,1872,0.10322177
FRN,1873,0.1059417
FRN,1874,0.10459169
FRN,1875,0.10544706
FRN,1876,0.10198574
FRN,1877,0.10031287
FRN,1878,0.10080682
FRN,1879,0.10443855
FRN,1880,0.10831094
FRN,1881,0.11053617
FRN,1882,0.11164106
FRN,1883,0.11087704
FRN,1884,0.10452312
FRN,1885,0.10103118
FRN,1886,0.099005818
FRN,1887,0.096357249
FRN,1888,0.093499266
FRN,1889,0.095539734
FRN,1890,0.095301703
FRN,1891,0.096423917
FRN,1892,0.093824074
FRN,1893,0.094615422
FRN,1894,0.093133435
FRN,1895,0.088578321
FRN,1896,0.090413094
FRN,1897,0.08693561
FRN,1898,0.082131833
FRN,1899,0.081703275
FRN,1900,0.074714355
FRN,1901,0.073027797
FRN,1902,0.071741864
FRN,1903,0.072874635
FRN,1904,0.0702518
FRN,1905,0.062362906
FRN,1906,0.069414817
FRN,1907,0.070359178
FRN,1908,0.072249435
FRN,1909,0.070060745
FRN,1910,0.070466116
FRN,1911,0.071317449
FRN,1912,0.072193287
FRN,1913,0.068043686
FRN,1914,0.074748203
FRN,1915,0.079156175
FRN,1916,0.085812397
FRN,1917,0.08403413
FRN,1918,0.088411272
FRN,1919,0.061298519
FRN,1920,0.058174662
FRN,1921,0.050118662
FRN,1922,0.057333771
FRN,1923,0.057659145
FRN,1924,0.060981933
FRN,1925,0.06017074
FRN,1926,0.060311053
FRN,1927,0.062701881
FRN,1928,0.058791768
FRN,1929,0.055517986
FRN,1930,0.061126642
FRN,1931,0.064720146
FRN,1932,0.068937846
FRN,1933,0.063829891
FRN,1934,0.057531592
FRN,1935,0.051831778
FRN,1936,0.053061351
FRN,1937,0.047534354
FRN,1938,0.045568597
FRN,1939,0.039596099
FRN,1940,0.07583493
FRN,1941,0.01578795
FRN,1942,0.015556114
FRN,1944,0.018232403
FRN,1945,0.017945377
FRN,1946,0.031308327
FRN,1947,0.034978829
FRN,1948,0.032588579
FRN,1949,0.035492346
FRN,1950,0.033221595
FRN,1951,0.032991547
FRN,1952,0.033362042
FRN,1953,0.031759739
FRN,1954,0.032968372
FRN,1955,0.030630589
FRN,1956,0.032562353
FRN,1957,0.032730341
FRN,1958,0.033753257
FRN,1959,0.032590225
FRN,1960,0.032849308
FRN,1961,0.030387744
FRN,1962,0.029400688
FRN,1963,0.029225565
FRN,1964,0.028832881
FRN,1965,0.027735332
FRN,1966,0.026293693
FRN,1967,0.026074069
FRN,1968,0.02495471
FRN,1969,0.024646496
FRN,1970,0.024395268
FRN,1971,0.024150513
FRN,1972,0.024278672
FRN,1973,0.024798686
FRN,1974,0.024257071
FRN,1975,0.023470555
FRN,1976,0.02372063
FRN,1977,0.023332542
FRN,1978,0.023703795
FRN,1979,0.02421101
FRN,1980,0.024040133
FRN,1981,0.021946136
FRN,1982,0.020229265
FRN,1983,0.019225948
FRN,1984,0.018553305
FRN,1985,0.017772263
FRN,1986,0.018496968
FRN,1987,0.018743785
FRN,1988,0.018714683
FRN,1989,0.019117823
FRN,1990,0.020168373
FRN,1991,0.021559888
FRN,1992,0.021653056
FRN,1993,0.021989603
FRN,1994,0.022904044
FRN,1995,0.023131192
FRN,1996,0.022893263
FRN,1997,0.021976389
FRN,1998,0.022080885
FRN,1999,0.020881752
FRN,2000,0.01883278
FRN,2001,0.018021695
FRN,2002,0.019471815
FRN,2003,0.019778015
FRN,2004,0.019740557
FRN,2005,0.019447366
FRN,2006,0.018735487
FRN,2007,0.018468909
FRN,2008,0.018204316
FRN,2009,0.016560782
FRN,2010,0.015947869
FRN,2011,0.014671733
FRN,2012,0.01417267
FRN,2013,0.01422869
FRN,2014,0.013928858
FRN,2015,0.013420071
FRN,2016,0.013378492
MNC,1993,3.05E-06
MNC,1994,2.46E-06
MNC,1995,2.56E-06
MNC,1996,2.60E-06
MNC,1997,2.55E-06
MNC,1998,2.71E-06
MNC,1999,2.58E-06
MNC,2000,2.57E-06
MNC,2001,2.50E-06
MNC,2002,2.46E-06
MNC,2003,2.43E-06
MNC,2004,2.40E-06
MNC,2005,2.37E-06
MNC,2006,2.25E-06
MNC,2007,2.27E-06
MNC,2008,2.26E-06
MNC,2009,2.15E-06
MNC,2010,2.12E-06
MNC,2011,1.98E-06
MNC,2012,1.93E-06
MNC,2013,1.95E-06
MNC,2014,2.19E-06
MNC,2015,1.87E-06
MNC,2016,1.89E-06
LIE,1990,1.74E-06
LIE,1991,1.89E-06
LIE,1992,1.88E-06
LIE,1993,1.87E-06
LIE,1994,1.88E-06
LIE,1995,1.88E-06
LIE,1996,1.91E-06
LIE,1997,1.91E-06
LIE,1998,1.91E-06
LIE,1999,1.94E-06
LIE,2000,1.89E-06
LIE,2001,1.93E-06
LIE,2002,1.91E-06
LIE,2003,1.84E-06
LIE,2004,1.83E-06
LIE,2005,1.83E-06
LIE,2006,1.82E-06
LIE,2007,1.77E-06
LIE,2008,1.78E-06
LIE,2009,1.69E-06
LIE,2010,1.67E-06
LIE,2011,1.60E-06
LIE,2012,1.60E-06
LIE,2013,1.59E-06
LIE,2014,1.83E-06
LIE,2015,1.52E-06
LIE,2016,1.54E-06
SWZ,1816,0.0018076844
SWZ,1817,0.0018038654
SWZ,1818,0.0017941785
SWZ,1819,0.0017769408
SWZ,1820,0.0017657866
SWZ,1821,0.0017611724
SWZ,1822,0.0017173977
SWZ,1823,0.0017061704
SWZ,1824,0.0017018334
SWZ,1825,0.0016796991
SWZ,1826,0.0016706175
SWZ,1827,0.0016652574
SWZ,1828,0.0016508556
SWZ,1829,0.0016429931
SWZ,1830,0.0016103057
SWZ,1831,0.0015732609
SWZ,1832,0.0015691309
SWZ,1833,0.0015660652
SWZ,1834,0.0015582854
SWZ,1835,0.0015492908
SWZ,1836,0.0015475738
SWZ,1837,0.0015457901
SWZ,1838,0.0015396696
SWZ,1839,0.0015269001
SWZ,1840,0.0015204435
SWZ,1841,0.0015099023
SWZ,1842,0.0015074521
SWZ,1843,0.0014955929
SWZ,1844,0.001490927
SWZ,1845,0.001487968
SWZ,1846,0.0014830563
SWZ,1847,0.001476193
SWZ,1848,0.0014680732
SWZ,1849,0.0014667801
SWZ,1850,0.0019349427
SWZ,1851,0.0019007326
SWZ,1852,0.0018630113
SWZ,1853,0.0015996638
SWZ,1854,0.0015484571
SWZ,1855,0.0017493723
SWZ,1856,0.0015029352
SWZ,1857,0.0029616905
SWZ,1858,0.0015724176
SWZ,1859,0.0016316671
SWZ,1860,0.0010671099
SWZ,1861,0.0010535091
SWZ,1862,0.0010253877
SWZ,1863,0.001000376
SWZ,1864,0.0010100169
SWZ,1865,0.0011625616
SWZ,1866,0.0011817648
SWZ,1867,0.0010435481
SWZ,1868,0.0010684002
SWZ,1869,0.0010457746
SWZ,1870,0.0010335607
SWZ,1871,0.0010979146
SWZ,1872,0.0011348487
SWZ,1873,0.0011261354
SWZ,1874,0.0011418834
SWZ,1875,0.0013747151
SWZ,1876,0.0015607255
SWZ,1877,0.0015309621
SWZ,1878,0.001484673
SWZ,1879,0.0016013804
SWZ,1880,0.0015598831
SWZ,1881,0.0015184457
SWZ,1882,0.0015289107
SWZ,1883,0.0016234604
SWZ,1884,0.0015844619
SWZ,1885,0.0016078498
SWZ,1886,0.0016136898
SWZ,1887,0.0015836491
SWZ,1888,0.001905244
SWZ,1889,0.0020209667
SWZ,1890,0.0024498098
SWZ,1891,0.0024505523
SWZ,1892,0.002396971
SWZ,1893,0.0023919344
SWZ,1894,0.002218042
SWZ,1895,0.0021883668
SWZ,1896,0.0022369709
SWZ,1897,0.0021818317
SWZ,1898,0.0022124024
SWZ,1899,0.0022350643
SWZ,1900,0.002160599
SWZ,1901,0.0021379127
SWZ,1902,0.0021611466
SWZ,1903,0.0021912132
SWZ,1904,0.0021682198
SWZ,1905,0.0020713487
SWZ,1906,0.0022275695
SWZ,1907,0.0024374893
SWZ,1908,0.0024634337
SWZ,1909,0.0024319843
SWZ,1910,0.0024120582
SWZ,1911,0.0024345624
SWZ,1912,0.0024300939
SWZ,1913,0.0023435289
SWZ,1914,0.0019303259
SWZ,1915,0.0033519
SWZ,1916,0.0033284109
SWZ,1917,0.0030955758
SWZ,1918,0.0031428121
SWZ,1919,0.0017871181
SWZ,1920,0.0019978585
SWZ,1921,0.0019894696
SWZ,1922,0.0021801586
SWZ,1923,0.0022380874
SWZ,1924,0.002320521
SWZ,1925,0.0022731016
SWZ,1926,0.0022523883
SWZ,1927,0.0021558935
SWZ,1928,0.0020400314
SWZ,1929,0.0020039701
SWZ,1930,0.0019946003
SWZ,1931,0.002053228
SWZ,1932,0.0022461878
SWZ,1933,0.0021354356
SWZ,1934,0.0021457032
SWZ,1935,0.0019770744
SWZ,1936,0.0019426788
SWZ,1937,0.0017376302
SWZ,1938,0.0016836845
SWZ,1939,0.001676227
SWZ,1940,0.0064367848
SWZ,1941,0.0050953985
SWZ,1942,0.0042009577
SWZ,1943,0.0038365838
SWZ,1944,0.0034552293
SWZ,1945,0.0031389312
SWZ,1946,0.0017784158
SWZ,1947,0.0018904764
SWZ,1948,0.0019677039
SWZ,1949,0.0018529025
SWZ,1950,0.0019311793
SWZ,1951,0.0018853561
SWZ,1952,0.0017988206
SWZ,1953,0.0016770014
SWZ,1954,0.0016661808
SWZ,1955,0.0016005257
SWZ,1956,0.0015855202
SWZ,1957,0.0016817458
SWZ,1958,0.0016639627
SWZ,1959,0.0015849854
SWZ,1960,0.0015820101
SWZ,1961,0.0018668227
SWZ,1962,0.0018680911
SWZ,1963,0.001856369
SWZ,1964,0.0018363384
SWZ,1965,0.0018508808
SWZ,1966,0.0018696871
SWZ,1967,0.0018191553
SWZ,1968,0.0014937371
SWZ,1969,0.0014812809
SWZ,1970,0.0014449768
SWZ,1971,0.0014652822
SWZ,1972,0.0014535009
SWZ,1973,0.0015134775
SWZ,1974,0.0014957142
SWZ,1975,0.0014219007
SWZ,1976,0.0014681616
SWZ,1977,0.0014006677
SWZ,1978,0.0014723284
SWZ,1979,0.0015606496
SWZ,1980,0.0015006763
SWZ,1981,0.0014136212
SWZ,1982,0.0013911484
SWZ,1983,0.001407298
SWZ,1984,0.0013605511
SWZ,1985,0.0013807723
SWZ,1986,0.0014637923
SWZ,1987,0.0014603543
SWZ,1988,0.0015537275
SWZ,1989,0.0015444489
SWZ,1990,0.0016979071
SWZ,1991,0.001685912
SWZ,1992,0.0018206025
SWZ,1993,0.0019965882
SWZ,1994,0.001948853
SWZ,1995,0.0019893025
SWZ,1996,0.0019307768
SWZ,1997,0.0017770461
SWZ,1998,0.0017652722
SWZ,1999,0.0016278867
SWZ,2000,0.001501797
SWZ,2001,0.0014634408
SWZ,2002,0.0016736328
SWZ,2003,0.0016494236
SWZ,2004,0.0015430377
SWZ,2005,0.0014084385
SWZ,2006,0.0013522418
SWZ,2007,0.0012820467
SWZ,2008,0.001468088
SWZ,2009,0.0013992577
SWZ,2010,0.0013938954
SWZ,2011,0.0015315239
SWZ,2012,0.0014244786
SWZ,2013,0.0014886232
SWZ,2014,0.0014810299
SWZ,2015,0.0014274875
SWZ,2016,0.0014193353
SPN,1816,0.046393115
SPN,1817,0.042420778
SPN,1818,0.044029813
SPN,1819,0.042777225
SPN,1820,0.042795278
SPN,1821,0.034272246
SPN,1822,0.032343104
SPN,1823,0.029989449
SPN,1824,0.026790705
SPN,1825,0.028657101
SPN,1826,0.029690003
SPN,1827,0.028541436
SPN,1828,0.028379247
SPN,1829,0.033772226
SPN,1830,0.025803164
SPN,1831,0.02592843
SPN,1832,0.024465896
SPN,1833,0.023139449
SPN,1834,0.027767902
SPN,1835,0.028091883
SPN,1836,0.026519191
SPN,1837,0.029902302
SPN,1838,0.03018813
SPN,1839,0.030361401
SPN,1840,0.028354596
SPN,1841,0.027543141
SPN,1842,0.027146421
SPN,1843,0.027024513
SPN,1844,0.027538311
SPN,1845,0.02776525
SPN,1846,0.027495656
SPN,1847,0.028826362
SPN,1848,0.030083882
SPN,1849,0.029859666
SPN,1850,0.030798828
SPN,1851,0.031282056
SPN,1852,0.029924113
SPN,1853,0.028813148
SPN,1854,0.02389068
SPN,1855,0.022323659
SPN,1856,0.0229687
SPN,1857,0.028493252
SPN,1858,0.030112812
SPN,1859,0.026724456
SPN,1860,0.021951724
SPN,1861,0.019012036
SPN,1862,0.018166743
SPN,1863,0.017803475
SPN,1864,0.017674536
SPN,1865,0.021129759
SPN,1866,0.020437209
SPN,1867,0.020460865
SPN,1868,0.020238383
SPN,1869,0.021259142
SPN,1870,0.019300269
SPN,1871,0.016831055
SPN,1872,0.021615224
SPN,1873,0.023910617
SPN,1874,0.025599005
SPN,1875,0.023910407
SPN,1876,0.019213278
SPN,1877,0.01855039
SPN,1878,0.020572824
SPN,1879,0.022236153
SPN,1880,0.02228803
SPN,1881,0.021909779
SPN,1882,0.021392867
SPN,1883,0.022139732
SPN,1884,0.021768225
SPN,1885,0.023436245
SPN,1886,0.02250232
SPN,1887,0.021838108
SPN,1888,0.020374503
SPN,1889,0.020327594
SPN,1890,0.019773912
SPN,1891,0.019665936
SPN,1892,0.018829832
SPN,1893,0.019203313
SPN,1894,0.018440694
SPN,1895,0.018094925
SPN,1896,0.018368188
SPN,1897,0.018030534
SPN,1898,0.017012449
SPN,1899,0.016421596
SPN,1900,0.014750766
SPN,1901,0.014290716
SPN,1902,0.014104389
SPN,1903,0.014084276
SPN,1904,0.01406482
SPN,1905,0.012588767
SPN,1906,0.013708876
SPN,1907,0.014558038
SPN,1908,0.014454043
SPN,1909,0.014516886
SPN,1910,0.014651992
SPN,1911,0.014743097
SPN,1912,0.014705612
SPN,1913,0.014811927
SPN,1914,0.014107997
SPN,1915,0.0099360738
SPN,1916,0.0099355737
SPN,1917,0.010066836
SPN,1918,0.009875467
SPN,1919,0.012835686
SPN,1920,0.015270649
SPN,1921,0.016228182
SPN,1922,0.016951175
SPN,1923,0.017776504
SPN,1924,0.01976257
SPN,1925,0.018216178
SPN,1926,0.018143071
SPN,1927,0.016873851
SPN,1928,0.016557414
SPN,1929,0.016629135
SPN,1930,0.015360113
SPN,1931,0.014599724
SPN,1932,0.014669552
SPN,1933,0.013869697
SPN,1934,0.013536571
SPN,1935,0.012377628
SPN,1936,0.018312272
SPN,1937,0.016940879
SPN,1938,0.019413833
SPN,1939,0.015841126
SPN,1940,0.012473424
SPN,1941,0.012107746
SPN,1942,0.011158
SPN,1943,0.011454394
SPN,1944,0.010665945
SPN,1945,0.010472073
SPN,1946,0.015371992
SPN,1947,0.014866414
SPN,1948,0.014860287
SPN,1949,0.013822625
SPN,1950,0.013112396
SPN,1951,0.012514353
SPN,1952,0.011893775
SPN,1953,0.011480809
SPN,1954,0.011478437
SPN,1955,0.010908903
SPN,1956,0.010713694
SPN,1957,0.010724442
SPN,1958,0.010771476
SPN,1959,0.010407722
SPN,1960,0.0097790137
SPN,1961,0.0098128486
SPN,1962,0.0096202148
SPN,1963,0.0096331686
SPN,1964,0.0096911089
SPN,1965,0.0099110045
SPN,1966,0.0097764088
SPN,1967,0.010003808
SPN,1968,0.010247918
SPN,1969,0.010196801
SPN,1970,0.010383336
SPN,1971,0.010782651
SPN,1972,0.011092824
SPN,1973,0.011328856
SPN,1974,0.011710375
SPN,1975,0.012004889
SPN,1976,0.011836438
SPN,1977,0.01178867
SPN,1978,0.011586366
SPN,1979,0.011780801
SPN,1980,0.011842602
SPN,1981,0.012048078
SPN,1982,0.01227715
SPN,1983,0.011804345
SPN,1984,0.011351052
SPN,1985,0.011156702
SPN,1986,0.010493643
SPN,1987,0.010433063
SPN,1988,0.010326404
SPN,1989,0.010825827
SPN,1990,0.010900912
SPN,1991,0.011350317
SPN,1992,0.011002198
SPN,1993,0.010978862
SPN,1994,0.010886195
SPN,1995,0.010921729
SPN,1996,0.010289663
SPN,1997,0.010244569
SPN,1998,0.010528285
SPN,1999,0.010115552
SPN,2000,0.010014599
SPN,2001,0.0098870695
SPN,2002,0.010759861
SPN,2003,0.010334353
SPN,2004,0.010420955
SPN,2005,0.010383561
SPN,2006,0.010232573
SPN,2007,0.010302461
SPN,2008,0.010121673
SPN,2009,0.0097874599
SPN,2010,0.0085143261
SPN,2011,0.0083869891
SPN,2012,0.0080714766
SPN,2013,0.0075848456
SPN,2014,0.0078359991
SPN,2015,0.0076193735
SPN,2016,0.0075121229
AND,1993,2.86E-06
AND,1994,2.42E-06
AND,1995,2.50E-06
AND,1996,2.55E-06
AND,1997,2.63E-06
AND,1998,2.57E-06
AND,1999,2.65E-06
AND,2000,2.72E-06
AND,2001,2.41E-06
AND,2002,2.54E-06
AND,2003,2.63E-06
AND,2004,2.69E-06
AND,2005,2.72E-06
AND,2006,2.72E-06
AND,2007,2.68E-06
AND,2008,2.62E-06
AND,2009,2.58E-06
AND,2010,2.49E-06
AND,2011,2.42E-06
AND,2012,2.42E-06
AND,2013,2.43E-06
AND,2014,2.81E-06
AND,2015,2.31E-06
AND,2016,2.28E-06
POR,1816,0.010605883
POR,1817,0.010746774
POR,1818,0.010872561
POR,1819,0.010589282
POR,1820,0.010267658
POR,1821,0.0099827982
POR,1822,0.01000036
POR,1823,0.010477768
POR,1824,0.010524981
POR,1825,0.010472598
POR,1826,0.010855423
POR,1827,0.0098624825
POR,1828,0.011394241
POR,1829,0.011170823
POR,1830,0.010698348
POR,1831,0.01035741
POR,1832,0.01158849
POR,1833,0.011478663
POR,1834,0.011743929
POR,1835,0.014059111
POR,1836,0.013230477
POR,1837,0.013406548
POR,1838,0.012984649
POR,1839,0.012140554
POR,1840,0.0098208943
POR,1841,0.0093336245
POR,1842,0.009176393
POR,1843,0.0091504427
POR,1844,0.0092234341
POR,1845,0.0089425817
POR,1846,0.008233238
POR,1847,0.0082376581
POR,1848,0.0084273936
POR,1849,0.0078571988
POR,1850,0.0078898156
POR,1851,0.0080339769
POR,1852,0.0077821063
POR,1853,0.007596327
POR,1854,0.0065740501
POR,1855,0.0064228005
POR,1856,0.0062674228
POR,1857,0.006940932
POR,1858,0.0068893209
POR,1859,0.0067745252
POR,1860,0.0051679923
POR,1861,0.0045814039
POR,1862,0.0044755004
POR,1863,0.0045125131
POR,1864,0.0044147177
POR,1865,0.004998012
POR,1866,0.0050947564
POR,1867,0.0052075251
POR,1868,0.0052163461
POR,1869,0.0052991398
POR,1870,0.0048448741
POR,1871,0.0048466846
POR,1872,0.0051537747
POR,1873,0.0053873179
POR,1874,0.0053787357
POR,1875,0.0056808884
POR,1876,0.0054648169
POR,1877,0.0050411718
POR,1878,0.0049823592
POR,1879,0.0053060888
POR,1880,0.0051774131
POR,1881,0.0050446386
POR,1882,0.0049635558
POR,1883,0.005031297
POR,1884,0.0049848002
POR,1885,0.0052974275
POR,1886,0.0052006571
POR,1887,0.0048880274
POR,1888,0.0046257074
POR,1889,0.0047359918
POR,1890,0.0047317613
POR,1891,0.0048668208
POR,1892,0.0046377312
POR,1893,0.0045384965
POR,1894,0.0045335577
POR,1895,0.0044914479
POR,1896,0.0044318493
POR,1897,0.0042461078
POR,1898,0.0040951376
POR,1899,0.0041102031
POR,1900,0.0038403675
POR,1901,0.0039887438
POR,1902,0.004130885
POR,1903,0.0041102758
POR,1904,0.0040652994
POR,1905,0.0036813768
POR,1906,0.0042960793
POR,1907,0.0043482268
POR,1908,0.0042008706
POR,1909,0.003988408
POR,1910,0.0041107708
POR,1911,0.0035793569
POR,1912,0.0038652562
POR,1913,0.0034796575
POR,1914,0.0028442331
POR,1915,0.0026666748
POR,1916,0.0026710515
POR,1917,0.0025796839
POR,1918,0.0025923187
POR,1919,0.0023402381
POR,1920,0.0027142288
POR,1921,0.0027747531
POR,1922,0.0028223847
POR,1923,0.0028192974
POR,1924,0.0030580314
POR,1925,0.0036025599
POR,1926,0.0037357474
POR,1927,0.0037750835
POR,1928,0.0036967301
POR,1929,0.0036440354
POR,1930,0.0033249259
POR,1931,0.0033217091
POR,1932,0.0033523431
POR,1933,0.0032960225
POR,1934,0.0031249148
POR,1935,0.0027571679
POR,1936,0.0027249316
POR,1937,0.0026723798
POR,1938,0.0026738232
POR,1939,0.0024302893
POR,1940,0.0020838473
POR,1941,0.0020914336
POR,1942,0.0021730913
POR,1943,0.0021591838
POR,1944,0.0020829204
POR,1945,0.0020457671
POR,1946,0.0024148989
POR,1947,0.0022026377
POR,1948,0.0026258829
POR,1949,0.0024620506
POR,1950,0.0023414153
POR,1951,0.0021546155
POR,1952,0.0020012173
POR,1953,0.0019595351
POR,1954,0.0019737377
POR,1955,0.0019248268
POR,1956,0.0019266293
POR,1957,0.0019205953
POR,1958,0.0019109193
POR,1959,0.0019043677
POR,1960,0.0018515112
POR,1961,0.0018870721
POR,1962,0.0018670046
POR,1963,0.0024248441
POR,1964,0.0036154017
POR,1965,0.002542071
POR,1966,0.0026087242
POR,1967,0.0026296857
POR,1968,0.0027164649
POR,1969,0.0027404937
POR,1970,0.0027882387
POR,1971,0.002903427
POR,1972,0.0029517871
POR,1973,0.0030673465
POR,1974,0.0031212424
POR,1975,0.0018817323
POR,1976,0.0016620078
POR,1977,0.0015903515
POR,1978,0.0015952076
POR,1979,0.0016701357
POR,1980,0.0017148325
POR,1981,0.0016322432
POR,1982,0.001658372
POR,1983,0.0016765499
POR,1984,0.0016587977
POR,1985,0.0016224294
POR,1986,0.0016394304
POR,1987,0.001714441
POR,1988,0.0017238122
POR,1989,0.0017962639
POR,1990,0.0017334847
POR,1991,0.0017205741
POR,1992,0.001864114
POR,1993,0.0019219272
POR,1994,0.0023107675
POR,1995,0.0020827006
POR,1996,0.0020102914
POR,1997,0.0019661549
POR,1998,0.0020211292
POR,1999,0.002041684
POR,2000,0.0017819884
POR,2001,0.0017300511
POR,2002,0.0019646501
POR,2003,0.0019775152
POR,2004,0.0020225288
POR,2005,0.00207507
POR,2006,0.0020092952
POR,2007,0.002010226
POR,2008,0.0019417591
POR,2009,0.0019046247
POR,2010,0.0017398527
POR,2011,0.0017255959
POR,2012,0.0016992154
POR,2013,0.0016969037
POR,2014,0.0016461464
POR,2015,0.0015891305
POR,2016,0.0015626999
HAN,1837,0.0028819519
HAN,1838,0.0041132094
HAN,1839,0.003929236
HAN,1840,0.0037297672
HAN,1841,0.0037327646
HAN,1842,0.0037241906
HAN,1843,0.0036843724
HAN,1844,0.0035718568
HAN,1845,0.0036480771
HAN,1846,0.003370394
HAN,1847,0.0032130042
HAN,1848,0.0032821835
HAN,1849,0.0032292097
HAN,1850,0.0032123183
HAN,1851,0.003356671
HAN,1852,0.0034350622
HAN,1853,0.003324036
HAN,1854,0.0028829367
HAN,1855,0.0026517869
HAN,1856,0.0025847359
HAN,1857,0.0032018397
HAN,1858,0.003301787
HAN,1859,0.0033114909
HAN,1860,0.0024998779
HAN,1861,0.0025533107
HAN,1862,0.0026476528
HAN,1863,0.0024836366
HAN,1864,0.002522008
HAN,1865,0.0030323372
HAN,1866,0.0032339355
BAV,1816,0.0079481062
BAV,1817,0.0081603397
BAV,1818,0.0086084148
BAV,1819,0.0087548662
BAV,1820,0.0084735211
BAV,1821,0.0082194963
BAV,1822,0.0084949164
BAV,1823,0.0079766503
BAV,1824,0.0080827838
BAV,1825,0.0079919491
BAV,1826,0.0079362374
BAV,1827,0.0077442056
BAV,1828,0.010836563
BAV,1829,0.0074368985
BAV,1830,0.0098899072
BAV,1831,0.0090437662
BAV,1832,0.006625528
BAV,1833,0.0066682035
BAV,1834,0.0067226645
BAV,1835,0.0065459493
BAV,1836,0.0065172669
BAV,1837,0.0063680802
BAV,1838,0.0062439251
BAV,1839,0.0060755396
BAV,1840,0.0086711515
BAV,1841,0.0055940077
BAV,1842,0.0058566574
BAV,1843,0.0062898113
BAV,1844,0.0060932697
BAV,1845,0.0058099506
BAV,1846,0.00835294
BAV,1847,0.0054197647
BAV,1848,0.0081456695
BAV,1849,0.0082605621
BAV,1850,0.0081994105
BAV,1851,0.0086019356
BAV,1852,0.010157508
BAV,1853,0.0099171652
BAV,1854,0.0058959424
BAV,1855,0.0085137747
BAV,1856,0.0083003873
BAV,1857,0.0097236382
BAV,1858,0.010191836
BAV,1859,0.010501947
BAV,1860,0.0045691696
BAV,1861,0.0073747803
BAV,1862,0.0073232958
BAV,1863,0.0069369022
BAV,1864,0.0042644646
BAV,1865,0.0074228854
BAV,1866,0.006881841
BAV,1867,0.0069002118
BAV,1868,0.0057594124
BAV,1869,0.0064225332
BAV,1870,0.0044664247
BAV,1871,0.004697029
GMY,1816,0.052219804
GMY,1817,0.05235434
GMY,1818,0.053028341
GMY,1819,0.053746283
GMY,1820,0.052319482
GMY,1821,0.049972206
GMY,1822,0.05064315
GMY,1823,0.049205691
GMY,1824,0.048098873
GMY,1825,0.04840878
GMY,1826,0.050164476
GMY,1827,0.04891444
GMY,1828,0.048526339
GMY,1829,0.047125239
